id,salesOrderId,customerId,partnerFunction
a1b4c0e7-38d7-49dd-8434-4c2ee45d1c8d,515da30d-ec73-44f8-be2a-4a9384d9bbf5,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,SHIP_TO
460a23a6-3466-44dc-bb68-144f4e3ec1d0,1cea01f0-b4f5-4c09-bdf6-591ab1b9e163,3b06f677-2b64-4548-85d8-17ce13f3e030,SOLD_TO
45c7bb75-357f-425a-b6a2-9f355584e4d8,1cea01f0-b4f5-4c09-bdf6-591ab1b9e163,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SHIP_TO
bbfc5c2c-1459-4446-8441-a350cbde91de,a3ec2c6e-1df8-4779-844e-842614bfaee8,912fdc8a-b1b4-4642-96ce-14002d68546b,SOLD_TO
36461e5f-6132-42e0-a9e6-70339bb62b1c,a3ec2c6e-1df8-4779-844e-842614bfaee8,633597bf-68fd-43b0-95be-34f67677293d,SHIP_TO
1738bd60-8803-40be-bc27-21c0c89b91d2,292bba97-99e0-49ca-b917-9b53af864c91,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,SOLD_TO
c439bef2-0c29-41f5-b2a1-354e9d820228,292bba97-99e0-49ca-b917-9b53af864c91,633597bf-68fd-43b0-95be-34f67677293d,SHIP_TO
f17c271e-529f-4ae0-9d5b-63744cd49b6c,c6c7a9ce-91ab-40b1-abe5-ba3966e49900,b3c1c861-53a8-42d1-9896-d9f56201110a,SOLD_TO
9de0fbc2-de18-4a74-ac61-b6adbd119e85,c6c7a9ce-91ab-40b1-abe5-ba3966e49900,0e138a14-6b59-4a00-86e1-3e46e03fde11,SHIP_TO
15df7ee6-ca3e-46ed-bc46-9ccdda9e4149,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,SOLD_TO
8eeea2ba-116b-419a-bde1-df5f2c0c480a,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,e09bfc4d-3954-4bdc-a105-924219deb967,SHIP_TO
dca2c216-4270-4d58-92e0-7a629ba2c03d,e6065696-6484-4d6b-8b06-767d3ca689eb,42580fca-0e8a-4b72-8342-b7c741190aa7,SOLD_TO
fe9066b4-c874-4216-884e-1a106e00534d,e6065696-6484-4d6b-8b06-767d3ca689eb,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,SHIP_TO
b606b930-d302-49e9-8e5e-65597792b7e6,78a93fde-0ab3-4b34-b64c-5b08e277e02a,02ee2de6-b631-42ad-9200-bd5f10022153,SOLD_TO
eff7f723-87b1-44a3-8e44-e0632eec45ca,78a93fde-0ab3-4b34-b64c-5b08e277e02a,3941971d-8354-4750-b19f-258733f9ada8,SHIP_TO
ae3e2874-d6f7-42a8-aa2d-959a5eaf2357,ce64080d-a8be-44d8-a45d-bb12fedec6d8,caf3f907-45cd-46ed-b913-b2e0a69d130d,SOLD_TO
7243d637-d9a7-4823-a346-cf1c4f6a2294,ce64080d-a8be-44d8-a45d-bb12fedec6d8,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SHIP_TO
0a4a681e-db06-4b78-95d2-9627eb67d987,44ab8f6c-15cf-471c-94c7-cd2af336201c,9bdd26ed-c368-43c7-89aa-dc3f798ea028,SOLD_TO
5bfd2085-3d78-4ada-b997-49ed66908473,44ab8f6c-15cf-471c-94c7-cd2af336201c,26d4b373-bde8-4991-8e6f-e0c3f4abd219,SHIP_TO
6d9a715f-c807-43ed-8cba-3bd381ff457d,eb8ae7cd-dee0-494b-be7c-10f1ca189b05,8c602997-9b9f-4dcb-b137-a3cb262691ec,SOLD_TO
0b57d788-aed3-4a68-8649-f3430af92c15,eb8ae7cd-dee0-494b-be7c-10f1ca189b05,0e138a14-6b59-4a00-86e1-3e46e03fde11,SHIP_TO
ed4f59f2-b923-4d43-8630-a2599c9ee875,41e0304a-33ca-42da-8ea0-3cdc91ea922d,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,SOLD_TO
bfad3f64-67f0-47e6-bb7a-220c3bf4e190,41e0304a-33ca-42da-8ea0-3cdc91ea922d,3941971d-8354-4750-b19f-258733f9ada8,SHIP_TO
fce368cc-5ad0-41d3-98d6-d903f1689dc4,a6bebc53-cd23-472a-9daa-411aca1e4494,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SOLD_TO
04ed6f2c-0a53-4ed1-9296-783307c3d876,a6bebc53-cd23-472a-9daa-411aca1e4494,30197940-e9b3-4b1c-9d3a-56ec42a311bc,SHIP_TO
ba1289b4-43a6-4998-9241-9a09d075f2e6,a8aa1b41-494a-4a42-ae74-9730a96ff540,80362182-5357-489f-a3d9-bb50369dc679,SOLD_TO
e35fda16-6b51-459a-9ffb-e2f2653e52ef,a8aa1b41-494a-4a42-ae74-9730a96ff540,743a3525-a4e5-42cd-98b8-4f8012132acf,SHIP_TO
6f0ed8b5-1112-415c-b90e-c75710ad1cf0,6763374c-9c78-4989-9eed-b0d5ab65679d,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SOLD_TO
79256ceb-b3e1-43f5-96f4-f1ab4ec24c16,6763374c-9c78-4989-9eed-b0d5ab65679d,ca3fcf82-2d0d-4d30-bd5b-17ffb8afce7c,SHIP_TO
1630b628-4106-404f-b078-d7ddecfb1b73,e097db5b-7751-4f57-9eee-363e626a79f6,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SOLD_TO
7536b45b-220f-4aa6-8bb9-471e64ddb55d,e097db5b-7751-4f57-9eee-363e626a79f6,3c5ae9b9-1a54-4457-a999-b70388f62882,SHIP_TO
74a18b15-700d-4ec7-8c8d-085460178a1f,9b258e96-e98b-4525-952c-5be8fab7de39,c6e2c133-b425-4ab1-918b-65f29e2cd965,SOLD_TO
0c3e1f28-45cf-4e03-bbc6-1db15f18cfd9,9b258e96-e98b-4525-952c-5be8fab7de39,71910904-e940-496b-8d38-f72d0ae26636,SHIP_TO
2abbf87e-b300-400a-abb1-0d5b2be79524,aa98bfe8-5671-40da-b122-de4cd3e10ec6,1d8d86e6-c047-4a9f-a2ee-960ab148be19,SOLD_TO
c4f34568-37ef-40fb-bc4b-1549ebea563e,aa98bfe8-5671-40da-b122-de4cd3e10ec6,30bb7aaa-468b-47d9-8a49-1469edbdc74f,SHIP_TO
bf19b17b-5176-41bf-bda3-9f5de8786a5d,0260ea44-ed20-4226-85d7-5445e6683f6f,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SOLD_TO
042053f3-42ce-44a3-a876-c512d4dfdbf9,0260ea44-ed20-4226-85d7-5445e6683f6f,30bb7aaa-468b-47d9-8a49-1469edbdc74f,SHIP_TO
819d1cf2-e11f-4f18-819f-6f9d3f62d3e5,032c5400-acc9-48df-92ac-0c3573f78cc5,92108758-0155-4f43-8061-3c77e859bec3,SOLD_TO
6cee0908-3984-42c1-80cf-ea37e8fb1db6,032c5400-acc9-48df-92ac-0c3573f78cc5,e5461c8e-8b40-4930-97b6-80d51ddf608a,SHIP_TO
e45fccef-4773-486d-891a-845cb178d3e7,06d75d27-2148-4c5b-b852-a8e30ef4e83c,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,SOLD_TO
d12028d4-84b6-4898-9064-d009596d6a1b,06d75d27-2148-4c5b-b852-a8e30ef4e83c,8c602997-9b9f-4dcb-b137-a3cb262691ec,SHIP_TO
2d7eebdb-035f-4e6d-a808-7fbe93abd5dd,cfc389a5-a5b3-4590-bd0a-bf0d2787d720,83c5b079-d633-414a-b375-2d508f3089ac,SOLD_TO
1ab6d273-ff43-4489-8c73-fb8ae7060b58,cfc389a5-a5b3-4590-bd0a-bf0d2787d720,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SHIP_TO
22c21aef-0909-48ca-8bb5-137a54118e2f,cf34fbf3-bd46-4bdb-97c9-d870faeb6104,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,SOLD_TO
e5062242-703d-4af3-8f08-5533875af9b4,cf34fbf3-bd46-4bdb-97c9-d870faeb6104,1ec25658-f7a5-4f8c-968e-c4252148ee5d,SHIP_TO
418b4eb0-b5ec-4f97-98f2-8706726e69e5,d6d87870-b0b2-4660-8dfd-f742fcc402cb,633597bf-68fd-43b0-95be-34f67677293d,SOLD_TO
9ca54e63-1c3e-4de8-9e01-47183c50ef68,d6d87870-b0b2-4660-8dfd-f742fcc402cb,743a3525-a4e5-42cd-98b8-4f8012132acf,SHIP_TO
3d40da01-e6d2-4a1b-ab04-99110191869a,efe7c48d-4cdb-4f45-9289-173083041d1f,8c602997-9b9f-4dcb-b137-a3cb262691ec,SOLD_TO
1c949987-402e-46bc-8b1f-af541f905307,efe7c48d-4cdb-4f45-9289-173083041d1f,80362182-5357-489f-a3d9-bb50369dc679,SHIP_TO
97066333-ee92-4d05-9e46-f8ba3c428351,e1a2e805-9402-465a-b2b0-21fb1e6faed0,b3c1c861-53a8-42d1-9896-d9f56201110a,SOLD_TO
b1d573fc-7671-4fb1-bc99-b9be50b9d5d8,e1a2e805-9402-465a-b2b0-21fb1e6faed0,bfac4bba-1cf4-4378-948e-364fe0f1ef37,SHIP_TO
bf620969-b3d5-4ca7-a664-eab53e4b1609,f760c9e8-c325-43a0-94b6-f03fe22e667b,c6e2c133-b425-4ab1-918b-65f29e2cd965,SOLD_TO
ac42bb1f-8ba6-4fbe-9571-e91a8bf2be95,f760c9e8-c325-43a0-94b6-f03fe22e667b,b6f61001-49ed-409a-9c79-e374b3679ec5,SHIP_TO
57d3baee-226a-46b0-8ae9-e214ce9ca36c,43260b32-f5cc-44bd-b3c6-147358cf2ba6,92108758-0155-4f43-8061-3c77e859bec3,SOLD_TO
93fce26b-f1a1-499d-a398-30bc299320e9,43260b32-f5cc-44bd-b3c6-147358cf2ba6,1ec25658-f7a5-4f8c-968e-c4252148ee5d,SHIP_TO
ec952c1e-3ac6-48b7-a17a-635b8a4ca03c,465b017e-4c1a-48bd-87c2-d5b598780f45,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,SOLD_TO
d5e61670-6edf-4f18-b114-81e6b2e5f715,465b017e-4c1a-48bd-87c2-d5b598780f45,80362182-5357-489f-a3d9-bb50369dc679,SHIP_TO
a6bbef15-0e81-4c00-9f4d-267191f6017f,6838eba2-070e-4384-adf3-c3cd1e15d3ec,9d09cc50-8796-4946-9dc8-41b88058adf4,SOLD_TO
f3e5a737-2c1b-4f00-b1da-6d398af691e7,6838eba2-070e-4384-adf3-c3cd1e15d3ec,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,SHIP_TO
baf7d87a-20d1-404f-807b-d3513bad96d5,729327a6-0334-4a6d-8cf4-b1aec792f5b1,71910904-e940-496b-8d38-f72d0ae26636,SOLD_TO
9a6b3d5e-d18c-473b-80f2-16bb63968cf2,729327a6-0334-4a6d-8cf4-b1aec792f5b1,b3c1c861-53a8-42d1-9896-d9f56201110a,SHIP_TO
fa6d9a4d-625a-4aaa-971a-f33d0a9a8a27,8b6b6794-2e0b-460b-a5f3-2e80faa590bc,81bc3cee-7f5d-48dc-8181-6d603aa2266c,SOLD_TO
8b348b1e-8860-4be9-adf8-e6a14e8f5008,8b6b6794-2e0b-460b-a5f3-2e80faa590bc,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SHIP_TO
55476701-14cf-48b7-8ade-2953d32b9144,4dc1f043-818e-4ceb-bb6b-60c4b541894a,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SOLD_TO
58c1d77b-63dc-40b1-9ef8-a6eafb04cdb1,4dc1f043-818e-4ceb-bb6b-60c4b541894a,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,SHIP_TO
c0308335-0e03-4b39-9515-5d468bca4099,38962ae1-1aa5-40f0-82d4-0eeb342c1978,bfac4bba-1cf4-4378-948e-364fe0f1ef37,SOLD_TO
4ba19df4-d4cb-452a-a6da-2a0d42f54df2,38962ae1-1aa5-40f0-82d4-0eeb342c1978,bfac4bba-1cf4-4378-948e-364fe0f1ef37,SHIP_TO
a1176cc2-5f21-4268-8390-db5472760550,7347137a-4147-4aa3-80f1-f004b7d568d0,e09bfc4d-3954-4bdc-a105-924219deb967,SOLD_TO
b1d8b3fd-3e31-4eca-8aee-5bad8e8d8e26,7347137a-4147-4aa3-80f1-f004b7d568d0,fef071a5-d184-4992-95c6-15731a308120,SHIP_TO
ad290c3f-4909-4730-a031-e76042fb09f4,71d9f5c8-5ffd-4659-ab97-d71b8844683f,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SOLD_TO
67e7ad31-f672-4ac6-8556-6e3d68265641,71d9f5c8-5ffd-4659-ab97-d71b8844683f,fef071a5-d184-4992-95c6-15731a308120,SHIP_TO
34d94b32-4ea4-4785-8825-a1f9a8855658,bf472d24-9eca-48fb-be9a-a81a3218a3be,37a7a6be-5b9e-4038-bb16-75500ce74640,SOLD_TO
5968626a-dcbc-49cb-ac07-61f906857566,bf472d24-9eca-48fb-be9a-a81a3218a3be,92108758-0155-4f43-8061-3c77e859bec3,SHIP_TO
58c2a1bc-b728-449a-989c-d5e55ee80f53,878bfef1-9d2c-4291-90f8-161af985d8bf,05c0deef-1297-41f8-ac63-42ba27e45f34,SOLD_TO
d60294cc-da10-4081-a7c4-28e40584e230,878bfef1-9d2c-4291-90f8-161af985d8bf,72f5b432-d75b-47de-a702-af5766c139ab,SHIP_TO
8e2d1850-de8b-4518-8b7a-d976072bfe79,1357d9da-d309-4ef8-9336-0a89afb29f80,9bdd26ed-c368-43c7-89aa-dc3f798ea028,SOLD_TO
64a5e883-5af5-40d2-8e5c-addf78c95dcc,1357d9da-d309-4ef8-9336-0a89afb29f80,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,SHIP_TO
e49fdcdb-1c87-4e0f-834f-4bc0f84209c3,482df90a-ed81-49ac-b31d-66c3651d8a02,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SOLD_TO
bc696dda-8046-40e7-a454-1cbcf0e8af9b,482df90a-ed81-49ac-b31d-66c3651d8a02,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,SHIP_TO
3cde695f-ff3c-48f6-b048-49f304ae6849,83e21c21-3be9-4de0-b8b4-3ec198875281,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,SOLD_TO
b764859b-89e9-4ea4-9e16-601d8b8c03f2,83e21c21-3be9-4de0-b8b4-3ec198875281,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,SHIP_TO
ae6256d7-7c73-4f98-9626-2afd875a14d0,23465de0-4e4e-4245-b9c3-4ba47ecc8d2a,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,SOLD_TO
40548cde-7223-4845-ad6b-233bcec0b186,23465de0-4e4e-4245-b9c3-4ba47ecc8d2a,3941971d-8354-4750-b19f-258733f9ada8,SHIP_TO
6e3d4750-0e6f-4449-a1bc-f7ba2c76d34f,4076d542-b084-4712-ac54-be0e53259773,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SOLD_TO
fce0f36f-adf4-444e-9093-6651368a43b1,4076d542-b084-4712-ac54-be0e53259773,72f5b432-d75b-47de-a702-af5766c139ab,SHIP_TO
618ca949-215d-4957-8640-9e7df981d6fb,176095b7-4ec5-44c3-8ead-b36cf37f7076,26d4b373-bde8-4991-8e6f-e0c3f4abd219,SOLD_TO
f89733eb-12e7-49ae-9f4c-94068e0672f3,176095b7-4ec5-44c3-8ead-b36cf37f7076,b6f61001-49ed-409a-9c79-e374b3679ec5,SHIP_TO
7b867c83-d955-4ca7-9f42-37a1df1d30fc,52380afc-2845-42e5-b8f2-5aee2f740c0a,3941971d-8354-4750-b19f-258733f9ada8,SOLD_TO
de6e8f08-9b23-4e15-884a-d09208dfde80,52380afc-2845-42e5-b8f2-5aee2f740c0a,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,SHIP_TO
d0ff666b-bc41-42cd-9918-197962ddb96e,073a143c-450d-43a2-99cd-df0fd3c39ea9,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SOLD_TO
9db05c7d-07d2-414a-9faf-4693a7f0577b,073a143c-450d-43a2-99cd-df0fd3c39ea9,caf3f907-45cd-46ed-b913-b2e0a69d130d,SHIP_TO
48e41277-3b50-4064-9754-ce20af35ada5,fdc8c787-2f27-403d-b66d-07bccbbf7d27,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,SOLD_TO
48986137-4984-42b3-b275-a8d5bc32409d,fdc8c787-2f27-403d-b66d-07bccbbf7d27,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,SHIP_TO
1d01eb95-efc9-46e9-865e-6c69a05d80c3,c5d69718-549e-48b7-87b1-4cd9f1828d40,37a7a6be-5b9e-4038-bb16-75500ce74640,SOLD_TO
d737fc35-3420-452f-b626-ed5d264b85c7,c5d69718-549e-48b7-87b1-4cd9f1828d40,b6f61001-49ed-409a-9c79-e374b3679ec5,SHIP_TO
53a84ec4-c6e6-4568-a70f-2378d44dad7b,9f8cb916-ee57-4af3-bdbf-4dda29cfd046,30197940-e9b3-4b1c-9d3a-56ec42a311bc,SOLD_TO
a9d006f4-1dcc-4796-aafd-3ddaecaeabd8,9f8cb916-ee57-4af3-bdbf-4dda29cfd046,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,SHIP_TO
873953d9-26ff-466d-9b1f-1f62e7a95d79,30d7249b-7a25-48b8-97f8-21aa5659b9c6,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,SOLD_TO
b0ba06c6-85ce-4f63-ae4c-db4469f0595f,30d7249b-7a25-48b8-97f8-21aa5659b9c6,05c0deef-1297-41f8-ac63-42ba27e45f34,SHIP_TO
21642023-eaa7-4629-a950-6aa12f57d813,3aa4de01-3d16-40d6-833c-f91cb68e1ff3,83c5b079-d633-414a-b375-2d508f3089ac,SOLD_TO
3124a6a5-385c-4b74-8d7e-18362269ec0d,3aa4de01-3d16-40d6-833c-f91cb68e1ff3,22fab182-e8d2-44e3-8bec-19570919be08,SHIP_TO
8de2ae75-dd7b-4e77-b871-b0e5635a4754,761a8c9b-d65c-499e-b264-86f66e79c741,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,SOLD_TO
10dec413-51b4-4c72-bfe7-5104d21a11d2,761a8c9b-d65c-499e-b264-86f66e79c741,743a3525-a4e5-42cd-98b8-4f8012132acf,SHIP_TO
b6636592-b1b0-40fc-b080-e9c03a8b0341,b43c8276-dc1a-4df7-88bb-8e52fd09ed4a,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SOLD_TO
a1d4c15c-3a19-4914-88db-c8a72431b186,b43c8276-dc1a-4df7-88bb-8e52fd09ed4a,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,SHIP_TO
62e530bb-7278-4b14-a7f3-4cef328d7699,e19dbbee-0203-45c4-a45f-d3dd12f9ee91,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,SOLD_TO
ed1f7bbe-6d27-4678-bb38-2e859fc6f687,e19dbbee-0203-45c4-a45f-d3dd12f9ee91,fef071a5-d184-4992-95c6-15731a308120,SHIP_TO
6ce89a89-4c1b-440c-88f2-da503088ccd5,dd065b09-1b5d-49a4-8210-b5b3951e5645,26d4b373-bde8-4991-8e6f-e0c3f4abd219,SOLD_TO
d713a2a9-8567-4c4b-88b6-b4d05bb19740,dd065b09-1b5d-49a4-8210-b5b3951e5645,3941971d-8354-4750-b19f-258733f9ada8,SHIP_TO
bf25b919-e8c5-4c1d-bb28-0d2fe22a5333,1fa16385-3bd2-4a7b-bf2d-04821bacb9fb,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SOLD_TO
4979d8e7-e36a-401b-8e97-c2847e4c9e98,1fa16385-3bd2-4a7b-bf2d-04821bacb9fb,ca3fcf82-2d0d-4d30-bd5b-17ffb8afce7c,SHIP_TO
01501764-1d55-41ce-b39a-152069cfc36d,d38e52a1-46fe-4591-8027-a5e61a23532b,81bc3cee-7f5d-48dc-8181-6d603aa2266c,SOLD_TO
29820459-131f-4ba9-b46b-3ccdd80b9a17,d38e52a1-46fe-4591-8027-a5e61a23532b,3b06f677-2b64-4548-85d8-17ce13f3e030,SHIP_TO
8dd845e1-0422-4327-8717-c9e51fbcbca0,06796eaa-729e-4695-8d1b-5aa986ea59d1,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,SOLD_TO
40dd152d-bbad-4494-a3ba-93d305d46035,06796eaa-729e-4695-8d1b-5aa986ea59d1,9bdd26ed-c368-43c7-89aa-dc3f798ea028,SHIP_TO
dd08bc94-8b98-4b9f-bb62-e90663565c68,6e97b3f4-b843-48f9-ba04-48ed827a9a73,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,SOLD_TO
ff021ed8-91c1-421f-b3d1-4f301b249cc0,6e97b3f4-b843-48f9-ba04-48ed827a9a73,3c5ae9b9-1a54-4457-a999-b70388f62882,SHIP_TO
9a71d620-14bd-49dd-8e92-7197f934c53c,435eba39-f740-4abb-84e5-80230dca9ae4,42580fca-0e8a-4b72-8342-b7c741190aa7,SOLD_TO
c1f4fbc8-6f8e-4f64-8bbd-9720dba9bd49,435eba39-f740-4abb-84e5-80230dca9ae4,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,SHIP_TO
255f2343-fad1-4249-91ea-77baa5efcb28,076e8267-6b44-458a-8148-7f2b51abc7f8,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,SOLD_TO
28a96ad3-894e-43a7-b7b3-b710d061a44e,076e8267-6b44-458a-8148-7f2b51abc7f8,b3c1c861-53a8-42d1-9896-d9f56201110a,SHIP_TO
a2495967-9f65-4adc-a02c-18022a62d46c,74c842d5-36e6-4b1d-8a09-db4c519ae85e,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,SOLD_TO
bf32c5b9-fdff-4958-87e5-14a6faa9b16c,74c842d5-36e6-4b1d-8a09-db4c519ae85e,e09bfc4d-3954-4bdc-a105-924219deb967,SHIP_TO
fdbacaf8-fea1-41b7-bbf3-89d3f2bf72bf,034c31f0-e2e4-4b68-a60d-9a56bc8d82c2,90b398c9-1db5-42d0-9b56-9ec752d60a8c,SOLD_TO
ef72ddbf-4a0d-40e9-9a90-a2fb2340021d,034c31f0-e2e4-4b68-a60d-9a56bc8d82c2,7324dc14-27c8-47fe-9a48-8e9c7a845ee4,SHIP_TO
093db3c3-d924-4a64-b89c-a4b51c82e242,6a302225-fd65-4bdb-b3aa-3d9f3ea40d4d,42580fca-0e8a-4b72-8342-b7c741190aa7,SOLD_TO
