id,deliveryNumber,salesOrderId,deliveryDate,shippingPoint,shippingAddress,trackingNumber,carrier,status,totalWeight,weightUnit
fe824620-f08f-4801-a787-5e929131dec3,DL-0022,a6bebc53-cd23-472a-9daa-411aca1e4494,2024-06-03,SP03,"914 Station Rd, Toronto, ON M5A 1A1, Canada",TRK524205874,USPS,DELIVERED,427.24,KG
9791240b-accd-4a57-9ba6-966015092230,DL-0023,a8aa1b41-494a-4a42-ae74-9730a96ff540,2025-01-15,SP02,"537 Enterprise Ln, Toronto, ON M5A 1A1, Canada",TRK719711363,FedEx,SHIPPED,288.019,KG
f8903a86-2690-4d9e-ad6e-68b38457d4b7,DL-0024,9b258e96-e98b-4525-952c-5be8fab7de39,2025-07-02,SP03,"578 Industrial Way, Bangalore, Karnataka 560001, India",TRK346322986,FedEx,SHIPPED,223.048,KG
cd32783a-de81-42f9-b5e0-2f9d16cfa5bd,DL-0025,0260ea44-ed20-4226-85d7-5445e6683f6f,2024-10-03,SP02,"914 Station Rd, Toronto, ON M5A 1A1, Canada",TRK107744103,FedEx,SHIPPED,398.647,KG
88ed755b-3fcf-492f-81e0-77fb68999450,DL-0026,032c5400-acc9-48df-92ac-0c3573f78cc5,2025-01-29,SP02,"762 Harbor Blvd, Houston, TX 77001, USA",TRK920139080,USPS,SHIPPED,233.557,KG
ae6d10b8-8c05-4d82-a4b3-62ab651ea0b9,DL-0027,cf34fbf3-bd46-4bdb-97c9-d870faeb6104,2025-05-04,SP01,"86 Industrial Way, Dubai, 00000, UAE",TRK316940212,UPS,SHIPPED,446.087,KG
f77d1799-f55d-4b40-8f42-e0cc071eea7c,DL-0028,d6d87870-b0b2-4660-8dfd-f742fcc402cb,2024-08-18,SP02,"580 Market St, Los Angeles, CA 90001, USA",TRK789239867,Maersk Shipping,PICKED,492.494,KG
ad60c3c0-2b71-4d96-8b33-fb4d6be2de97,DL-0029,efe7c48d-4cdb-4f45-9289-173083041d1f,2025-04-09,SP01,"597 Business Ave, Los Angeles, CA 90001, USA",TRK812256649,DHL Express,DELIVERED,280.415,KG
1b802c7f-54c4-4fc3-9cab-25f4739b810c,DL-0030,e1a2e805-9402-465a-b2b0-21fb1e6faed0,2024-07-03,SP03,"946 River Rd, Boston, MA 02101, USA",TRK177768982,UPS,PACKED,267.22,KG
97e4002f-f750-472b-95c7-f1e66a557beb,DL-0031,f760c9e8-c325-43a0-94b6-f03fe22e667b,2024-06-30,SP01,"578 Industrial Way, Bangalore, Karnataka 560001, India",TRK597829043,Blue Dart,SHIPPED,372.541,KG
4f0f75fe-63e5-4b9c-ac25-f0d89d0dc899,DL-0032,43260b32-f5cc-44bd-b3c6-147358cf2ba6,2024-04-27,SP03,"762 Harbor Blvd, Houston, TX 77001, USA",TRK341097795,UPS,DELIVERED,387.139,KG
4d312e3b-c6d8-43b2-83c9-d83be39ba0c3,DL-0033,465b017e-4c1a-48bd-87c2-d5b598780f45,2024-06-30,SP03,"368 Oak St, New York, NY 10001, USA",TRK253759916,DHL Express,PACKED,216.021,KG
495715a8-b928-4945-b719-0741b2c2e9dc,DL-0034,729327a6-0334-4a6d-8cf4-b1aec792f5b1,2024-03-10,SP02,"747 Enterprise Ln, Seattle, WA 98101, USA",TRK525817410,USPS,DELIVERED,209.029,KG
6a410a7d-c750-4a0c-ad44-b0087b3de6fa,DL-0035,8b6b6794-2e0b-460b-a5f3-2e80faa590bc,2024-06-14,SP02,"157 Market St, London, EC1A 1BB, UK",TRK683791931,Blue Dart,DELIVERED,107.665,KG
0ff17b1d-7555-4b2e-86b8-20ae84b58adb,DL-0036,7347137a-4147-4aa3-80f1-f004b7d568d0,2024-09-30,SP01,"294 Park Ave, Berlin, 10115, Germany",TRK932304420,USPS,DELIVERED,103.172,KG
45da65a7-cf5d-4c86-999d-062b1550d6a9,DL-0037,71d9f5c8-5ffd-4659-ab97-d71b8844683f,2024-12-28,SP02,"92 Park Ave, Manchester, M1 1AA, UK",TRK233302619,TNT Express,DELIVERED,95.184,KG
d0c0dfef-ef3a-4f8c-88e0-5237565cd8f8,DL-0038,bf472d24-9eca-48fb-be9a-a81a3218a3be,2024-04-25,SP03,"217 Station Rd, Houston, TX 77001, USA",TRK808252785,UPS,SHIPPED,341.266,KG
06009a51-25b7-496f-a2ef-959a69c2c371,DL-0039,1357d9da-d309-4ef8-9336-0a89afb29f80,2025-01-30,SP01,"724 Park Ave, London, EC1A 1BB, UK",TRK957680540,TNT Express,DELIVERED,334.967,KG
d4721184-35f0-4318-9045-0f1f6246f4f5,DL-0040,23465de0-4e4e-4245-b9c3-4ba47ecc8d2a,2024-03-27,SP02,"646 Station Rd, Berlin, 10115, Germany",TRK802112039,Blue Dart,SHIPPED,352.728,KG
a55ed814-f301-4722-a7d9-85f7ec8dd020,DL-0041,4076d542-b084-4712-ac54-be0e53259773,2025-05-26,SP03,"298 Station Rd, Dubai, 00000, UAE",TRK970090312,Blue Dart,DELIVERED,2.766,KG
53f77482-7750-4f50-9639-2d7b2b22fac5,DL-0042,176095b7-4ec5-44c3-8ead-b36cf37f7076,2024-01-26,SP01,"403 Market St, Houston, TX 77001, USA",TRK377318604,UPS,DELIVERED,245.192,KG
043c5195-3ff3-4f22-b5f2-c7fb73b2793a,DL-0043,073a143c-450d-43a2-99cd-df0fd3c39ea9,2024-10-07,SP01,"92 Park Ave, Manchester, M1 1AA, UK",TRK515658452,TNT Express,DELIVERED,128.139,KG
f6ae39e7-cebd-4498-91a8-5c02e4852648,DL-0044,fdc8c787-2f27-403d-b66d-07bccbbf7d27,2025-02-08,SP03,"92 Park Ave, Manchester, M1 1AA, UK",TRK511965627,TNT Express,SHIPPED,177.358,KG
357ff492-4976-46c0-b48d-f0d3488a47a7,DL-0045,30d7249b-7a25-48b8-97f8-21aa5659b9c6,2024-05-28,SP02,"233 Main St, San Francisco, CA 94105, USA",TRK245988464,USPS,DELIVERED,130.568,KG
c3bd4660-0fdf-49f5-8df3-3d1857bf7484,DL-0046,3aa4de01-3d16-40d6-833c-f91cb68e1ff3,2024-09-30,SP02,"52 Oak St, Boston, MA 02101, USA",TRK909490312,FedEx,SHIPPED,22.419,KG
17066e63-1b63-4124-b659-bef033bb3e09,DL-0047,761a8c9b-d65c-499e-b264-86f66e79c741,2024-05-02,SP02,"702 Tech Park Rd, London, EC1A 1BB, UK",TRK902144161,Maersk Shipping,SHIPPED,399.973,KG
61dae732-29fa-4e9f-a255-e16c1a6de27e,DL-0048,b43c8276-dc1a-4df7-88bb-8e52fd09ed4a,2024-10-13,SP02,"298 Station Rd, Dubai, 00000, UAE",TRK341653929,USPS,SHIPPED,102.183,KG
a7c9ef3f-ce03-4c1b-911c-0593c3e1e3d7,DL-0049,dd065b09-1b5d-49a4-8210-b5b3951e5645,2025-03-09,SP02,"403 Market St, Houston, TX 77001, USA",TRK934589823,UPS,DELIVERED,425.637,KG
ea027d0e-5774-41ef-92e3-ad7d3c56cc4b,DL-0050,d38e52a1-46fe-4591-8027-a5e61a23532b,2025-06-15,SP03,"157 Market St, London, EC1A 1BB, UK",TRK667300158,Blue Dart,SHIPPED,455.606,KG
52614fa0-f89b-4b9c-907e-ccffb750d798,DL-0051,06796eaa-729e-4695-8d1b-5aa986ea59d1,2025-05-04,SP01,"287 Industrial Way, Manchester, M1 1AA, UK",TRK818414638,USPS,SHIPPED,15.882,KG
097d9bb7-f51d-4592-bef9-48a45b29504d,DL-0052,6e97b3f4-b843-48f9-ba04-48ed827a9a73,2024-05-21,SP02,"86 Industrial Way, Dubai, 00000, UAE",TRK607135421,Blue Dart,SHIPPED,66.84,KG
1776e9c4-b619-474c-b5ea-b3469ce1d2ca,DL-0053,435eba39-f740-4abb-84e5-80230dca9ae4,2024-04-24,SP03,"389 Park Ave, Mumbai, Maharashtra 400001, India",TRK660016183,UPS,SHIPPED,368.975,KG
6c2f9b26-f2d3-4bde-a109-69e6723e031e,DL-0054,74c842d5-36e6-4b1d-8a09-db4c519ae85e,2025-04-12,SP01,"368 Oak St, New York, NY 10001, USA",TRK392914563,TNT Express,DELIVERED,55.549,KG
01f72bb9-fd7c-4455-895b-cfefdf75bef6,DL-0055,034c31f0-e2e4-4b68-a60d-9a56bc8d82c2,2025-01-20,SP03,"298 Station Rd, Dubai, 00000, UAE",TRK788084269,USPS,PLANNED,473.656,KG
960c5bcd-8439-4b2b-979e-7040224ea604,DL-0056,47430967-848b-4a01-b6d6-7eac44957de6,2024-05-07,SP02,"78 Enterprise Ln, Singapore, 048583, Singapore",TRK263560386,TNT Express,SHIPPED,150.51,KG
e648dcad-ea2a-4448-bd02-5c45d00774e0,DL-0057,1a2d8791-3742-4c84-9b31-5792d210cc8c,2024-08-11,SP02,"988 Main St, London, EC1A 1BB, UK",TRK261579428,Maersk Shipping,DELIVERED,358.167,KG
0ec8470d-1477-49fa-8923-9e4eb2146c88,DL-0058,b106f63c-6341-4d99-b9df-6f03be0accb4,2024-11-07,SP03,"646 Station Rd, Berlin, 10115, Germany",TRK347747762,Maersk Shipping,SHIPPED,476.621,KG
f0b4c3bd-88dd-4ae9-8984-566ac22f5a6b,DL-0059,9c5d9094-99bc-4585-9f17-23730cf1dfd5,2024-11-15,SP02,"68 Business Ave, San Francisco, CA 94105, USA",TRK278062769,FedEx,DELIVERED,441.919,KG
d24cdc8a-4456-4288-a52d-5ad8a1d2402d,DL-0060,888f399f-beb0-4670-a841-d6e341e765f8,2025-06-06,SP01,"397 High St, Manchester, M1 1AA, UK",TRK760475198,DHL Express,DELIVERED,14.113,KG
8e8aa54c-65bb-49a0-820f-291537f00977,DL-0061,9fb79481-5e36-4d69-b727-28b8fb7150ec,2024-06-03,SP03,"287 Industrial Way, Manchester, M1 1AA, UK",TRK272853035,FedEx,DELIVERED,482.834,KG
c844cf77-dbe1-4578-bbe7-bccecb4f9630,DL-0062,0baf19fd-6e26-4025-85f7-0068349222e4,2024-05-06,SP03,"457 Market St, London, EC1A 1BB, UK",TRK589719588,TNT Express,SHIPPED,191.286,KG
bf056405-ec9e-40c1-9816-d114f2f9ea26,DL-0063,a012ac25-325e-4a27-ae0a-3b03e018105d,2024-08-02,SP02,"951 King St, Bangalore, Karnataka 560001, India",TRK227176005,FedEx,SHIPPED,158.853,KG
a1f747e5-6ad7-470b-8453-944326e1a4b8,DL-0064,99e32f14-0189-4a53-a1f6-2d3ecfabad11,2024-02-26,SP03,"322 Industrial Way, Seattle, WA 98101, USA",TRK625364048,DHL Express,DELIVERED,102.288,KG
dec8f004-d409-490b-84db-8fa84c9d98d9,DL-0065,892b8534-fb91-4778-a764-f32e6e8ace68,2025-01-28,SP03,"41 High St, London, EC1A 1BB, UK",TRK322489554,TNT Express,SHIPPED,259.952,KG
20cb9ff2-29ee-4658-815b-c116f643d1be,DL-0066,cabd408f-2089-48ba-aa22-4a732543f79a,2024-03-28,SP02,"762 Harbor Blvd, Houston, TX 77001, USA",TRK631025432,Maersk Shipping,DELIVERED,222.654,KG
17b170d9-e0c0-4f0b-8b79-098f7a82eb7e,DL-0067,cb5aeb68-b6b2-4d1a-abfb-acdd55143c0c,2025-07-06,SP02,"78 Enterprise Ln, Singapore, 048583, Singapore",TRK877901095,Blue Dart,DELIVERED,277.454,KG
68abfe7d-e2b8-43cc-aa12-443d1caef658,DL-0068,4f3af7a0-bbd7-4967-be41-016e79e44756,2025-01-19,SP02,"52 Oak St, Boston, MA 02101, USA",TRK991712234,DHL Express,SHIPPED,30.441,KG
15878156-1fcb-41a1-86c0-694fdb7ce56a,DL-0069,4e150ca7-6478-4507-a9ac-e745b3fd5a3d,2024-06-09,SP02,"213 King St, New York, NY 10001, USA",TRK534329137,Maersk Shipping,SHIPPED,239.457,KG
bd824af2-d110-4802-8a80-fff50a7f7008,DL-0070,74becf5e-cee6-4878-9837-4bf20e612e96,2025-05-09,SP02,"946 River Rd, Boston, MA 02101, USA",TRK565284943,Maersk Shipping,SHIPPED,267.287,KG
e61a33b6-e0a9-445d-9df4-90d7c0d5ef53,DL-0071,4a8cc420-3b20-4f2e-ba6e-821bdb37b2dd,2025-01-11,SP01,"298 Station Rd, Dubai, 00000, UAE",TRK611417275,USPS,SHIPPED,494.4,KG
e579bd6a-10c0-4ab5-8beb-75c7fb06c64d,DL-0072,03b1f5b1-bb18-4400-a96b-2ba0df04e0be,2024-05-12,SP03,"68 Business Ave, San Francisco, CA 94105, USA",TRK818439534,Blue Dart,DELIVERED,250.637,KG
8ebc6af8-c48e-437b-ad15-bbcef9f6b7e2,DL-0073,45c572ee-f603-49ba-b364-4bbd43c87431,2024-11-07,SP03,"78 Enterprise Ln, Singapore, 048583, Singapore",TRK218032938,DHL Express,SHIPPED,217.332,KG
ac0c6474-c498-4a5d-88d9-45e175d214d2,DL-0074,b176bd19-fb56-4943-a5d3-9dbadbe49a3c,2024-04-02,SP02,"322 Industrial Way, Seattle, WA 98101, USA",TRK885146858,UPS,DELIVERED,310.175,KG
3e067331-7630-4e28-aaca-27bf20d437f4,DL-0075,e214fa03-191d-4102-b7b2-a0aef159c59c,2025-04-17,SP01,"397 High St, Manchester, M1 1AA, UK",TRK843054690,USPS,SHIPPED,34.742,KG
7711ca2b-d6b8-4fe5-9205-c6c393a321bc,DL-0076,0ef9f05a-a355-423d-bcdb-bcdde0545081,2025-01-20,SP03,"274 Station Rd, Bangalore, Karnataka 560001, India",TRK103434402,TNT Express,SHIPPED,375.167,KG
274b9637-9b0a-4b84-9506-f5cda25f7626,DL-0077,a26169d4-5fdd-42ed-af08-99c5cdac1c82,2024-11-12,SP02,"377 Station Rd, Mumbai, Maharashtra 400001, India",TRK452867224,TNT Express,SHIPPED,100.295,KG
3d349d86-0d2b-45a7-aeec-8adffd6b9d9c,DL-0078,fa89c27f-8a68-4c25-bea8-1cda50ac8340,2024-01-19,SP03,"626 Tech Park Rd, Singapore, 048583, Singapore",TRK570525181,USPS,DELIVERED,492.254,KG
9761a1b2-42e7-4fc9-afd5-cf2aa6b2cd1d,DL-0079,7e510ba9-dadd-4eb4-8592-7a121a16f11f,2025-01-23,SP02,"988 Main St, London, EC1A 1BB, UK",TRK817631547,TNT Express,SHIPPED,216.875,KG
56f518ea-12b5-4f4e-a2c4-fe2f475b696b,DL-0080,8dfe33a7-f4ff-4d01-8f3c-55d92ea1d0f0,2025-04-07,SP02,"95 High St, Seattle, WA 98101, USA",TRK228571470,FedEx,SHIPPED,145.901,KG
3058c2f9-6a22-42d8-b684-7a39d76a4973,DL-0081,b00c77b8-52ea-4a2b-a2a7-4f2a4a47f703,2025-01-24,SP02,"368 Oak St, New York, NY 10001, USA",TRK309843849,DHL Express,SHIPPED,139.982,KG
daa45b18-0cfa-42a7-a60f-9ffedcab1fd4,DL-0082,eca54955-e1f4-4245-94de-d3aa8b0a46d2,2025-02-10,SP03,"614 Park Ave, Austin, TX 73301, USA",TRK111702745,FedEx,DELIVERED,1.134,KG
23849569-4245-40e0-98a8-f1b57a67e738,DL-0083,e05d7b3e-bde3-4661-ba73-b6c41e922f12,2025-01-09,SP01,"496 Enterprise Ln, Bangalore, Karnataka 560001, India",TRK284873917,Maersk Shipping,DELIVERED,486.629,KG
ea3659f5-338c-44f6-b59e-80ce601c109e,DL-0084,d9f9aed9-83bd-4138-b175-655b00c65138,2024-07-10,SP02,"337 Harbor Blvd, Berlin, 10115, Germany",TRK235955894,TNT Express,PICKED,190.07,KG
5a81bed6-ae4e-4601-8b2b-ecdea9e98e58,DL-0085,3a90f721-3eb7-45bb-8ac7-af65d198e6c0,2024-09-09,SP02,"92 Park Ave, Manchester, M1 1AA, UK",TRK860120438,TNT Express,DELIVERED,400.946,KG
59053882-5106-40a4-a288-e5983ca58300,DL-0086,d1b22e59-3553-46cd-822f-570d364d5b4f,2025-01-21,SP02,"818 Innovation Dr, Tokyo, 100-0001, Japan",TRK645923496,UPS,DELIVERED,111.017,KG
29c8f783-9c7d-4b85-886b-bb57cd9a4524,DL-0087,144d0174-42d2-42ff-b8bc-bbf8bc467903,2025-01-03,SP01,"620 King St, Bangalore, Karnataka 560001, India",TRK901676075,DHL Express,PICKED,41.866,KG
c8af654b-ef25-438e-a7f7-eb643d8eaa32,DL-0088,d128c67b-69dc-4f2b-9841-cb29e71aa48e,2025-08-02,SP01,"213 King St, New York, NY 10001, USA",TRK938086799,DHL Express,PACKED,119.051,KG
f31dbfcf-36a6-428d-a3f0-215fa4afc492,DL-0089,0547797a-b43f-4e37-a92d-1b6afe4bb225,2025-03-23,SP03,"682 Oak St, Boston, MA 02101, USA",TRK990469005,Maersk Shipping,DELIVERED,201.571,KG
d01933cd-6b83-4e28-9ac2-7d8e847a2811,DL-0090,541d96a4-8ab9-480e-b284-4107a10c0f51,2025-07-16,SP03,"682 Oak St, Boston, MA 02101, USA",TRK961770053,FedEx,SHIPPED,289.095,KG
be37d3d0-9425-4b35-881e-786c13b6bb4f,DL-0091,81786419-d3a2-45c4-a28f-d9c29fc2e954,2024-04-20,SP03,"988 Main St, London, EC1A 1BB, UK",TRK245735881,USPS,SHIPPED,433.778,KG
9d6574d8-4d88-4203-bf51-fa8df3a4d07b,DL-0092,3390c862-02af-472a-bb0a-f6622eae7f57,2024-02-17,SP01,"213 King St, New York, NY 10001, USA",TRK652242948,TNT Express,PACKED,193.845,KG
687f95d9-f4f1-4452-bc76-7710020a8212,DL-0093,ca816875-cc71-445a-bbd8-22bffac2ddb4,2024-11-18,SP03,"946 River Rd, Boston, MA 02101, USA",TRK598650630,UPS,SHIPPED,299.51,KG
9d7c1ec3-29c7-489e-b241-66673d1067ba,DL-0094,c540f575-b0d1-4a80-a5d4-0a00e738394e,2025-04-08,SP01,"337 Harbor Blvd, Berlin, 10115, Germany",TRK661921438,FedEx,DELIVERED,361.94,KG
fdfb23bf-759a-4644-a27e-5a1f5ae9d8e0,DL-0095,cf3e5bab-de6d-4c6d-84b1-e7a70ed14d30,2025-02-12,SP02,"274 Station Rd, Bangalore, Karnataka 560001, India",TRK271151379,FedEx,DELIVERED,174.335,KG
be5de5bc-2663-4195-ba30-3f3f8ff8f449,DL-0096,5a3c904d-1f08-44c7-be43-31f1589bb57e,2024-07-09,SP03,"403 Market St, Houston, TX 77001, USA",TRK168017577,FedEx,SHIPPED,364.176,KG
00e84de7-f20a-4954-8c3c-36c7a2233474,DL-0097,25245c69-92ef-4285-860c-74617a1965a6,2024-03-14,SP02,"298 Station Rd, Dubai, 00000, UAE",TRK266625728,DHL Express,SHIPPED,456.304,KG
7fff7cee-d01e-419d-8e0e-0afb78eb296f,DL-0098,9ae4e69a-d9e3-4c53-8854-f94c478c437f,2025-02-07,SP03,"646 Station Rd, Berlin, 10115, Germany",TRK392227949,Maersk Shipping,SHIPPED,34.573,KG
d0c2ee70-27bd-417e-9fcb-66859cde5cc2,DL-0099,774aa23a-6471-4c87-83ef-6baa6414a8cf,2024-12-12,SP02,"580 Market St, Los Angeles, CA 90001, USA",TRK283121326,FedEx,PLANNED,299.184,KG
321ca25b-2778-4d07-b1f3-010d6c8696a6,DL-0100,184e3f49-ae22-4320-afff-7067e9b8b797,2024-05-01,SP02,"474 King St, London, EC1A 1BB, UK",TRK107043444,UPS,SHIPPED,351.566,KG
b45001e8-9884-456f-8d37-3991ad8082c7,DL-0101,8194d1b0-e342-4b7a-a904-4325915de8a0,2025-05-14,SP01,"457 Market St, London, EC1A 1BB, UK",TRK830558981,Maersk Shipping,DELIVERED,228.108,KG
2a9aaa6b-0916-492c-b469-17c6afee3020,DL-0102,0e551628-c721-4e8e-aec3-fd3aa003ffd1,2025-02-07,SP01,"92 Park Ave, Manchester, M1 1AA, UK",TRK918255531,Blue Dart,DELIVERED,185.493,KG
c26f5051-144d-40dc-8b52-eb92fa357d1e,DL-0103,921e4c84-bb87-4933-bcff-10595c51ba06,2024-01-24,SP03,"118 River Rd, Dubai, 00000, UAE",TRK345733107,Maersk Shipping,PICKED,434.939,KG
3ce53887-87c3-440b-81c8-af15a2827607,DL-0104,57b118af-5cf0-4c82-a7f6-fe31d34b29d5,2024-11-25,SP03,"298 Station Rd, Dubai, 00000, UAE",TRK556022627,FedEx,DELIVERED,201.585,KG
fd3448c6-7d76-4a15-ad23-db2bdd86bba2,DL-0105,79212e29-3a7f-4e8a-8935-176e0d99dee0,2025-06-30,SP03,"68 Business Ave, San Francisco, CA 94105, USA",TRK305461828,TNT Express,SHIPPED,49.253,KG
681de45c-505b-42a2-bcba-3c28d02a710a,DL-0106,1ffdf068-cf26-47a7-9f3b-5632b6cc6c22,2024-11-10,SP03,"682 Oak St, Boston, MA 02101, USA",TRK890375266,UPS,SHIPPED,285.981,KG
49e6eca0-0b4f-4ba9-8b81-b21a5e3a502e,DL-0107,53cbf99c-378b-476c-a9a6-1b0526b5f341,2024-02-28,SP02,"397 High St, Manchester, M1 1AA, UK",TRK740324249,UPS,SHIPPED,52.752,KG
077f2ddc-1ef1-4963-80e9-4a497df8ecf9,DL-0108,9e926506-ae3b-4f1d-a941-31a32944d4b0,2024-11-25,SP02,"682 Oak St, Boston, MA 02101, USA",TRK183914022,USPS,PLANNED,426.792,KG
f5c00caf-09fb-46de-8337-f093ae3788ba,DL-0109,7388b7d2-0f08-4a70-816a-4172f07215d8,2024-10-26,SP01,"298 Station Rd, Dubai, 00000, UAE",TRK602481587,Blue Dart,SHIPPED,443.698,KG
c065863b-5dd3-43a4-a366-72cc91fc03e3,DL-0110,58ffdfc7-813c-4a7e-8be0-0eafd68bb29a,2024-06-23,SP02,"233 Main St, San Francisco, CA 94105, USA",TRK441455050,UPS,DELIVERED,464.977,KG
0f8e91aa-7ddb-4792-b242-57c3cefd58f8,DL-0111,a017b10e-4f4a-4f2c-beff-4b6f44eca988,2024-01-23,SP02,"309 King St, New York, NY 10001, USA",TRK796681703,UPS,DELIVERED,435.273,KG
33a957e8-ac5e-483c-b088-d6c8e480d3de,DL-0112,cbe276c2-62b4-435c-8707-8f3c4ff7880f,2024-04-12,SP02,"597 Business Ave, Los Angeles, CA 90001, USA",TRK894524494,Blue Dart,DELIVERED,194.64,KG
93eaa4b3-8891-4857-8e15-9969b49851c1,DL-0113,a05206c1-51a6-40c0-9a39-9a9aa511ec54,2024-08-08,SP03,"626 Tech Park Rd, Singapore, 048583, Singapore",TRK987611568,UPS,SHIPPED,494.528,KG
24ce189e-d4be-49f0-b929-7f0725e0f698,DL-0114,2761098b-31e6-4b52-8021-e79251d76b73,2024-04-12,SP02,"724 Park Ave, London, EC1A 1BB, UK",TRK466991925,TNT Express,PICKED,311.514,KG
