id,invoiceNumber,salesOrderId,deliveryId,customerId,invoiceDate,dueDate,totalNetAmount,totalTaxAmount,totalGrossAmount,currency,status
6a0f84a5-b184-477f-90f1-d3e8d1d38abd,INV-0045,74c842d5-36e6-4b1d-8a09-db4c519ae85e,6c2f9b26-f2d3-4bde-a109-69e6723e031e,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,2025-04-17,2025-06-01,38354.65,6903.84,45258.49,USD,PAID
6b151395-0e61-4347-a918-090084c03c2b,INV-0046,47430967-848b-4a01-b6d6-7eac44957de6,960c5bcd-8439-4b2b-979e-7040224ea604,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-05-09,2024-07-08,30538.48,5496.93,36035.41,USD,PARTIALLY_PAID
052ed768-3136-4b59-a7e4-aef604f2b343,INV-0047,1a2d8791-3742-4c84-9b31-5792d210cc8c,e648dcad-ea2a-4448-bd02-5c45d00774e0,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-08-16,2024-09-15,15143.61,2725.85,17869.46,USD,PAID
bf5bdd3c-c4de-4ac5-aef5-80fc9fb65ac3,INV-0048,b106f63c-6341-4d99-b9df-6f03be0accb4,0ec8470d-1477-49fa-8923-9e4eb2146c88,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2024-11-09,2024-12-24,45645.69,8216.22,53861.91,USD,OPEN
fe002ecf-3a3d-4bb5-9bd9-2b038391c582,INV-0049,9c5d9094-99bc-4585-9f17-23730cf1dfd5,f0b4c3bd-88dd-4ae9-8984-566ac22f5a6b,02ee2de6-b631-42ad-9200-bd5f10022153,2024-11-16,2025-01-15,43446.17,7820.31,51266.48,USD,PARTIALLY_PAID
c8de193c-4edf-490d-a8cf-ef5c5d8786ef,INV-0050,888f399f-beb0-4670-a841-d6e341e765f8,d24cdc8a-4456-4288-a52d-5ad8a1d2402d,22fab182-e8d2-44e3-8bec-19570919be08,2025-06-11,2025-07-11,60862.09,10955.18,71817.27,USD,PAID
50d9478c-68c8-4b81-a923-3f58bbf88691,INV-0051,9fb79481-5e36-4d69-b727-28b8fb7150ec,8e8aa54c-65bb-49a0-820f-291537f00977,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2024-06-07,2024-07-07,7276.1,1309.7,8585.8,USD,PAID
4553b020-79e0-47bf-8096-3fcf2b1036c1,INV-0052,0baf19fd-6e26-4025-85f7-0068349222e4,c844cf77-dbe1-4578-bbe7-bccecb4f9630,0e138a14-6b59-4a00-86e1-3e46e03fde11,2024-05-08,2024-06-07,58204.41,10476.79,68681.2,USD,PARTIALLY_PAID
6b1bdc59-eae9-4ba3-842a-27535adb1025,INV-0053,a012ac25-325e-4a27-ae0a-3b03e018105d,bf056405-ec9e-40c1-9816-d114f2f9ea26,caf3f907-45cd-46ed-b913-b2e0a69d130d,2024-08-07,2024-09-21,30839.6,5551.13,36390.73,USD,OPEN
2f386f51-bccb-46f0-a0c6-62d5da9adf7d,INV-0054,99e32f14-0189-4a53-a1f6-2d3ecfabad11,a1f747e5-6ad7-470b-8453-944326e1a4b8,9d09cc50-8796-4946-9dc8-41b88058adf4,2024-02-28,2024-03-14,72792.18,13102.59,85894.77,USD,PAID
3168729a-7e45-46dd-a5e5-43c597d04745,INV-0055,892b8534-fb91-4778-a764-f32e6e8ace68,dec8f004-d409-490b-84db-8fa84c9d98d9,ca3fcf82-2d0d-4d30-bd5b-17ffb8afce7c,2025-02-02,2025-04-03,35482.6,6386.87,41869.47,USD,PAID
3ec2a2ef-c0c6-40fa-b925-ca5779d17987,INV-0056,cabd408f-2089-48ba-aa22-4a732543f79a,20cb9ff2-29ee-4658-815b-c116f643d1be,92108758-0155-4f43-8061-3c77e859bec3,2024-04-01,2024-05-01,75400.46,13572.08,88972.54,USD,PAID
e20575df-6816-4a6f-b711-4eee47a97909,INV-0057,cb5aeb68-b6b2-4d1a-abfb-acdd55143c0c,17b170d9-e0c0-4f0b-8b79-098f7a82eb7e,2729166e-1eb7-4add-9ca9-20ec9f283c47,2025-07-08,2025-09-06,40854.38,7353.79,48208.17,USD,OPEN
d6638051-00b8-4020-8770-d9c1ec397dba,INV-0058,4f3af7a0-bbd7-4967-be41-016e79e44756,68abfe7d-e2b8-43cc-aa12-443d1caef658,83c5b079-d633-414a-b375-2d508f3089ac,2025-01-23,2025-03-24,25675.2,4621.54,30296.74,USD,PARTIALLY_PAID
6ba31642-184d-4e8b-897e-b76d278b2390,INV-0059,4e150ca7-6478-4507-a9ac-e745b3fd5a3d,15878156-1fcb-41a1-86c0-694fdb7ce56a,3c5ae9b9-1a54-4457-a999-b70388f62882,2024-06-13,2024-07-13,34705.5,6246.99,40952.49,USD,PAID
79fdd62f-8686-42c4-95ee-f9c3d057ecf6,INV-0060,74becf5e-cee6-4878-9837-4bf20e612e96,bd824af2-d110-4802-8a80-fff50a7f7008,b3c1c861-53a8-42d1-9896-d9f56201110a,2025-05-10,2025-06-24,3513.72,632.47,4146.19,USD,PAID
3f485f61-c36b-46f6-b351-ebb4dd3026b1,INV-0061,4a8cc420-3b20-4f2e-ba6e-821bdb37b2dd,e61a33b6-e0a9-445d-9df4-90d7c0d5ef53,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2025-01-16,2025-01-31,4645.02,836.1,5481.12,USD,PAID
a60e7ad1-0c51-410b-9328-035ad9a24ff2,INV-0062,03b1f5b1-bb18-4400-a96b-2ba0df04e0be,e579bd6a-10c0-4ab5-8beb-75c7fb06c64d,02ee2de6-b631-42ad-9200-bd5f10022153,2024-05-16,2024-07-15,34374.48,6187.41,40561.89,USD,PAID
06ca423f-b491-4d4c-99b6-dd65a37515d8,INV-0063,45c572ee-f603-49ba-b364-4bbd43c87431,8ebc6af8-c48e-437b-ad15-bbcef9f6b7e2,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-11-10,2025-01-09,67336.02,12120.48,79456.5,USD,PAID
d0483491-d19c-49fd-a842-98fee8a2a1bb,INV-0064,b176bd19-fb56-4943-a5d3-9dbadbe49a3c,ac0c6474-c498-4a5d-88d9-45e175d214d2,9d09cc50-8796-4946-9dc8-41b88058adf4,2024-04-04,2024-04-19,1101.95,198.35,1300.3,USD,PARTIALLY_PAID
58613fdb-395c-40b6-9e49-e3ae3dd62760,INV-0065,e214fa03-191d-4102-b7b2-a0aef159c59c,3e067331-7630-4e28-aaca-27bf20d437f4,22fab182-e8d2-44e3-8bec-19570919be08,2025-04-21,2025-05-21,63418.09,11415.26,74833.35,USD,PAID
fab6edd4-49f3-4173-88a8-1dd27e66df2a,INV-0066,0ef9f05a-a355-423d-bcdb-bcdde0545081,7711ca2b-d6b8-4fe5-9205-c6c393a321bc,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-01-23,2025-02-07,64462.36,11603.22,76065.58,USD,PARTIALLY_PAID
cba0e11e-51b7-4033-ba51-79ac6d848a69,INV-0067,a26169d4-5fdd-42ed-af08-99c5cdac1c82,274b9637-9b0a-4b84-9506-f5cda25f7626,05c0deef-1297-41f8-ac63-42ba27e45f34,2024-11-15,2024-12-15,10401.51,1872.27,12273.78,USD,OPEN
afee959d-7db6-4718-b1bd-185e1853c216,INV-0068,fa89c27f-8a68-4c25-bea8-1cda50ac8340,3d349d86-0d2b-45a7-aeec-8adffd6b9d9c,3941971d-8354-4750-b19f-258733f9ada8,2024-01-22,2024-03-22,3034.89,546.28,3581.17,USD,OPEN
55fe26d2-45d4-4dda-8a2a-8f10f40190c8,INV-0069,7e510ba9-dadd-4eb4-8592-7a121a16f11f,9761a1b2-42e7-4fc9-afd5-cf2aa6b2cd1d,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2025-01-24,2025-02-23,71609.7,12889.75,84499.45,USD,PAID
b9a4793c-d2b3-4e1f-b8c0-00b1fa9d485d,INV-0070,8dfe33a7-f4ff-4d01-8f3c-55d92ea1d0f0,56f518ea-12b5-4f4e-a2c4-fe2f475b696b,ae81f93a-94fe-48cd-bbb0-5a21cb3d21c3,2025-04-12,2025-06-11,63663.43,11459.42,75122.85,USD,PARTIALLY_PAID
7d35ba4f-3f05-4e86-9554-3840caae967a,INV-0071,b00c77b8-52ea-4a2b-a2a7-4f2a4a47f703,3058c2f9-6a22-42d8-b684-7a39d76a4973,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,2025-01-25,2025-03-11,75036.94,13506.65,88543.59,USD,PAID
66450b53-8f07-4a83-b2bc-541cb31eed70,INV-0072,eca54955-e1f4-4245-94de-d3aa8b0a46d2,daa45b18-0cfa-42a7-a60f-9ffedcab1fd4,3b06f677-2b64-4548-85d8-17ce13f3e030,2025-02-14,2025-03-31,74308.86,13375.59,87684.45,USD,PAID
82325a7d-e7ac-4ccd-a6a8-50e8fe852631,INV-0073,e05d7b3e-bde3-4661-ba73-b6c41e922f12,23849569-4245-40e0-98a8-f1b57a67e738,1d8d86e6-c047-4a9f-a2ee-960ab148be19,2025-01-10,2025-02-09,28829.23,5189.26,34018.49,USD,OPEN
cc9076af-b756-4a38-b002-98abcd9007bd,INV-0074,3a90f721-3eb7-45bb-8ac7-af65d198e6c0,5a81bed6-ae4e-4601-8b2b-ecdea9e98e58,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2024-09-14,2024-10-14,16498.63,2969.75,19468.38,USD,PAID
e44b80c6-d18b-47d4-b3ea-6b4196c84f5f,INV-0075,d1b22e59-3553-46cd-822f-570d364d5b4f,59053882-5106-40a4-a288-e5983ca58300,e5461c8e-8b40-4930-97b6-80d51ddf608a,2025-01-22,2025-03-08,13311.31,2396.04,15707.35,USD,PAID
461593fd-22e5-47bf-94ae-bcc60a21e010,INV-0076,0547797a-b43f-4e37-a92d-1b6afe4bb225,f31dbfcf-36a6-428d-a3f0-215fa4afc492,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2025-03-24,2025-04-23,2096.27,377.33,2473.6,USD,PAID
b9fe7e21-6a0f-433e-99c4-7624f52e669d,INV-0077,541d96a4-8ab9-480e-b284-4107a10c0f51,d01933cd-6b83-4e28-9ac2-7d8e847a2811,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2025-07-18,2025-08-17,31255.81,5626.05,36881.86,USD,PAID
aef86bb5-fc4d-44e5-8317-1ebacafbc48d,INV-0078,81786419-d3a2-45c4-a28f-d9c29fc2e954,be37d3d0-9425-4b35-881e-786c13b6bb4f,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-04-25,2024-05-25,70170.92,12630.77,82801.69,USD,PARTIALLY_PAID
f595ff89-91ab-4823-aaad-5a85e52b8678,INV-0079,ca816875-cc71-445a-bbd8-22bffac2ddb4,687f95d9-f4f1-4452-bc76-7710020a8212,b3c1c861-53a8-42d1-9896-d9f56201110a,2024-11-22,2025-01-06,60492.84,10888.71,71381.55,USD,OPEN
c724342e-caf1-4a36-b13a-eaa54bd6325f,INV-0080,c540f575-b0d1-4a80-a5d4-0a00e738394e,9d7c1ec3-29c7-489e-b241-66673d1067ba,bfac4bba-1cf4-4378-948e-364fe0f1ef37,2025-04-10,2025-06-09,17010.79,3061.94,20072.73,USD,PARTIALLY_PAID
7cbc92fd-ce59-4a20-90f6-058e8ba953c9,INV-0081,cf3e5bab-de6d-4c6d-84b1-e7a70ed14d30,fdfb23bf-759a-4644-a27e-5a1f5ae9d8e0,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-02-15,2025-03-02,38738.65,6972.96,45711.61,USD,PAID
6cd97f7d-6a8c-4eb6-982a-aa481f267d4d,INV-0082,5a3c904d-1f08-44c7-be43-31f1589bb57e,be5de5bc-2663-4195-ba30-3f3f8ff8f449,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-07-14,2024-09-12,23159.44,4168.7,27328.14,USD,PAID
0fc1639e-76ec-4b87-987b-34341c19dd60,INV-0083,25245c69-92ef-4285-860c-74617a1965a6,00e84de7-f20a-4954-8c3c-36c7a2233474,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-03-18,2024-04-02,70529.29,12695.27,83224.56,USD,PARTIALLY_PAID
88999123-90db-4374-9370-7ab1f266ffb2,INV-0084,9ae4e69a-d9e3-4c53-8854-f94c478c437f,7fff7cee-d01e-419d-8e0e-0afb78eb296f,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2025-02-10,2025-03-27,5012.97,902.33,5915.3,USD,PAID
fe86bdd7-b9fa-4d74-b505-103157bbb351,INV-0085,184e3f49-ae22-4320-afff-7067e9b8b797,321ca25b-2778-4d07-b1f3-010d6c8696a6,912fdc8a-b1b4-4642-96ce-14002d68546b,2024-05-04,2024-06-18,72525.23,13054.54,85579.77,USD,PAID
f90ec77c-c815-4e75-8e58-5711717f8447,INV-0086,8194d1b0-e342-4b7a-a904-4325915de8a0,b45001e8-9884-456f-8d37-3991ad8082c7,0e138a14-6b59-4a00-86e1-3e46e03fde11,2025-05-16,2025-06-15,26371.83,4746.93,31118.76,USD,PAID
a8c14bf8-3a92-4731-baf6-396db663bf5f,INV-0087,0e551628-c721-4e8e-aec3-fd3aa003ffd1,2a9aaa6b-0916-492c-b469-17c6afee3020,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2025-02-11,2025-03-13,75887.49,13659.75,89547.24,USD,OPEN
f4d9bbac-ea70-44a5-89ee-ec37bc8eb3f8,INV-0088,57b118af-5cf0-4c82-a7f6-fe31d34b29d5,3ce53887-87c3-440b-81c8-af15a2827607,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-11-28,2024-12-13,38231.93,6881.75,45113.68,USD,PAID
fce7fde5-bf6d-403c-863e-6cd074d3b441,INV-0089,79212e29-3a7f-4e8a-8935-176e0d99dee0,fd3448c6-7d76-4a15-ad23-db2bdd86bba2,02ee2de6-b631-42ad-9200-bd5f10022153,2025-07-04,2025-09-02,16261.75,2927.11,19188.86,USD,OPEN
6b6e3208-0285-46e6-8236-daa920c73fd3,INV-0090,1ffdf068-cf26-47a7-9f3b-5632b6cc6c22,681de45c-505b-42a2-bcba-3c28d02a710a,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2024-11-14,2024-12-14,21681.4,3902.65,25584.05,USD,OPEN
