id,invoiceId,salesOrderItemId,deliveryItemId,materialId,itemNumber,quantity,unitPrice,netAmount,taxAmount,currency
f7a88bb5-7755-411d-afbe-1efa6fb94674,53a7fec9-b24e-439b-8cb6-6154700cafb8,3a575c2b-01cc-4a25-8337-8fe0784a5a28,67f487a4-7285-4154-9175-45f71471da6a,05663a58-f417-4410-9919-81dc296bc9de,20,70.26,866.54,60883.1,10958.96,USD
bd6d6026-d200-4eeb-a230-7b990d9b83f0,3987f6dd-1aa4-4a8e-bbc0-4e36e2bca7d6,2c53bf20-da52-4fc3-937a-e481e4df9984,d358f8f7-9db1-42fc-a04d-580ec572032f,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,10,85.59,1010.97,86528.92,15575.21,USD
551a7b46-0b5f-4442-a144-e74fcee22e93,3987f6dd-1aa4-4a8e-bbc0-4e36e2bca7d6,595f6b8e-1f9b-4416-a977-d284d3506183,3f4aeed5-aa87-4d57-8592-749326d1dc8f,398ff173-86e4-4b2f-a929-3221e8d239c6,20,84.62,1778.47,150494.13,27088.94,USD
ac6ff86a-fbdc-4e46-b39e-884bcff21400,3987f6dd-1aa4-4a8e-bbc0-4e36e2bca7d6,48f37fb0-8beb-4940-9820-e14ca4513715,c321197a-8689-426a-ab66-d5178fe0cd18,0129d1e5-34be-432f-8d26-2a86547037eb,30,26.34,1491.9,39296.65,7073.4,USD
ebe82a46-e3ac-4f49-bb2f-e65478f7ade9,3987f6dd-1aa4-4a8e-bbc0-4e36e2bca7d6,f1786d3b-6d30-4c10-98c1-a943c18dbf18,4ed87cdc-9df4-42d5-85fb-851ea1868e3c,7bfcf829-7d62-4fc6-9c9c-fd9998125eae,40,97.11,1386.74,134666.32,24239.94,USD
efe6f699-c9a4-4dc2-9dc9-6a4491492b11,0aae6acf-d488-4be6-8a66-ff1a1a511ff1,3675cc68-3300-4712-8d23-95442f25d443,83a6e93d-c776-4dc7-b393-c1418e21a772,7d177d6b-d62f-41a7-8654-b52558463c23,10,72.9,804.38,58639.3,10555.07,USD
1986935d-2ec4-496b-81d3-fd23eedc7442,0aae6acf-d488-4be6-8a66-ff1a1a511ff1,a43a63b3-b4c7-4ddb-a731-73e487d6b771,efd7bfbb-7222-4596-a5d4-65db986243fd,8f30334e-c4ed-4729-8217-39f3a5ecd019,20,34.92,1952.96,68197.36,12275.52,USD
4631860d-9121-43f8-a4e4-51cb96ff419b,0aae6acf-d488-4be6-8a66-ff1a1a511ff1,89dbe523-9659-4cbf-8187-41fc7a066f63,6a9eb50d-5220-48cd-b75f-aa9fff7f16a1,ce201345-9fac-4c1b-bf5d-7469a536e0d8,30,34.67,2135.36,74032.93,13325.93,USD
b9eae1dd-8edd-4cf8-9bbf-2a639fb96af3,0aae6acf-d488-4be6-8a66-ff1a1a511ff1,ffbb69f4-37a6-4c4d-b680-e06ed33422a7,56a0b867-c1c9-4c99-86dd-835de3c351b4,6e455c06-71d3-4168-8af8-291022f89509,40,57.59,1930.03,111150.43,20007.08,USD
86fc25e3-a356-43d0-b2f7-83485ce15e1d,957e9810-112d-4330-96ce-f4296d4a19fd,4aca6792-8af8-4cb1-a39b-983f2f3f757f,2dd04f91-a85a-4b02-b78f-209f6827145f,ce201345-9fac-4c1b-bf5d-7469a536e0d8,10,81.19,2092.24,169868.97,30576.41,USD
3913d27e-030f-4d60-a73c-1c2996a42c8f,957e9810-112d-4330-96ce-f4296d4a19fd,0194fb54-4455-46b1-97ff-eb2d070d3894,258d84b2-2940-458c-a9e4-8496262a6383,79249b25-fc57-4b33-bce7-0d2f28d5448b,20,27.4,1471.45,40317.73,7257.19,USD
539b5006-3e16-4e50-aaea-d32fd25e360b,957e9810-112d-4330-96ce-f4296d4a19fd,49e0fce0-14b0-4d22-8b44-b8b95a376e67,0e9cf8e5-ba46-4fd4-a37b-bf2b24dac07c,7faeb0cc-fdeb-4706-8a39-0374b234ed23,30,6.63,1315.96,8724.81,1570.47,USD
a3b9288d-ce01-45ae-9454-6e344acf7e65,e7b908dc-f216-4648-99dc-54eb973c2bfa,96d0a6fc-898b-4938-bbbc-b239fd8565e4,b64c802c-1289-46f1-8d17-c7827c8b9f1b,71b984e7-ae44-447f-8197-720036bc84d1,10,98.31,664.64,65340.76,11761.34,USD
9cc70813-255e-4319-9ef9-ad7567f13c53,fa4cf63b-af7d-4481-9804-fc6e0cd37975,8f47b0af-8e4f-48f3-becb-e3480f8295fb,cc55ef5f-531b-4e5d-bd19-05d774859eea,4c330d88-57ac-4568-81e2-e1299fdec989,10,72.33,28.93,2092.51,376.65,USD
f6e796f3-e683-43fc-a4e9-153df1fb7928,fa4cf63b-af7d-4481-9804-fc6e0cd37975,3bb7c375-46df-423b-a648-6f9b1cd1d210,d324a027-6705-48df-a617-2b677a4033cb,7b659ef4-3894-44e2-a994-b9eb07053586,20,19.88,982.36,19529.32,3515.28,USD
7ec80c52-06f6-4963-a1e2-f7af58c4bf2a,fa4cf63b-af7d-4481-9804-fc6e0cd37975,0083f484-e9f2-402f-a44a-c256226efaa8,d12914d9-03e2-4d90-9863-58c95d056023,0ba6b064-c020-4397-9342-d2599bc6fdb4,30,92.19,1584.8,146102.71,26298.49,USD
2daa6c30-e7e3-4bcf-a7a2-1ed7b97014d5,a95211e0-8e48-4097-8d68-92b543c5b060,ec8601c9-2d58-4726-9640-337f57f96141,2f952f4d-8fe0-4d67-8c23-6fed50a4b1f0,bb74d430-0a87-4db9-a738-a026bc016e51,10,49.52,1012.19,50123.65,9022.26,USD
bbe3e1f1-e124-410a-81eb-9411bf63b61f,a95211e0-8e48-4097-8d68-92b543c5b060,9020ef91-2555-42cd-b1ed-2b96dd0d49d2,f14713e8-6540-4fb4-a92a-4031a703ab53,7b659ef4-3894-44e2-a994-b9eb07053586,20,90.19,1400.75,126333.64,22740.06,USD
744cf046-979a-484f-a356-8d0bac89a24f,578500cb-69b0-4dcd-9bbd-e7a98d3a186d,fc9a6961-8a31-4a34-9d71-5a738532da71,2b4a2b5d-b22d-482e-abec-e697a9df1276,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,10,6.36,2070.88,13170.8,2370.74,USD
bf5ced7d-ed6d-4b27-8bc8-a19725c0a168,30e708a6-b8a5-4627-a97d-02be4c81250f,d10214b5-d576-454b-aa3d-ab25beb27cd3,17d3d695-61db-4f84-b5f2-8c98d3ef521b,f1c87962-e295-47c4-8bf1-baa340a21fc8,10,89.47,399.27,35722.69,6430.08,USD
1d70edf1-bf0f-4ba0-aafa-232697ce2f3d,30e708a6-b8a5-4627-a97d-02be4c81250f,a96fab78-9ab8-4674-a687-58a478574fc1,c8381be5-8e35-4b39-b681-835a6cf86a1b,72399bd0-959e-41dd-a677-1ec17f3af41d,20,38.16,423.71,16168.77,2910.38,USD
87529550-b735-4306-87df-17d8cca7e265,3048c7f5-a5ce-418a-943d-67314cfa5672,90d289b8-7e41-4417-a951-bc7dfc09fa63,1a0823e1-4560-4d95-8c37-c1e736badb85,b2e3333f-7123-4a91-8a57-9180e07b840b,10,79.97,857.6,68582.27,12344.81,USD
bafcc9c9-c7aa-4ce0-afb7-60914bbde5ed,e083227d-199a-4acb-b895-d8146973d0df,6a6f0bcc-b0de-442c-9a98-a4b7639e4742,e068d21d-02e5-4da6-99eb-645e1ef9896c,a3234007-fa86-40b4-b17e-94255b516418,10,23.53,1605.33,37773.41,6799.21,USD
f6864c54-269b-4dc7-8a82-b3db33c190ba,d25eccba-af54-496b-ae22-d13989acab50,ac69b1a8-8d95-48d0-abb9-c04ed2e4bd5f,f8518276-44e1-401d-88c8-720e3b4ee357,8212680e-288f-4a8e-8c15-7a6d69b07ed9,10,50.57,1574.02,79598.19,14327.67,USD
fb83d7b8-e0d7-4baf-a011-cf1ddf473e85,80dd1666-8466-4040-aa3f-a6c9b1e00b1e,ce9f860c-326c-4b64-a9e9-3fe3bee2cac3,78733e34-fee8-4b20-9a00-fa8add0cce9a,4c6feac5-6f20-46ec-9728-341ee162a94f,10,31.67,92.19,2919.66,525.54,USD
eb02e42f-d8dc-442c-a54f-8f70aa3aea02,80dd1666-8466-4040-aa3f-a6c9b1e00b1e,ece0db63-846d-4600-af35-5575053c7049,37ae7119-12c2-42ce-bdf0-52c70f4522ea,7d177d6b-d62f-41a7-8654-b52558463c23,20,3.24,788.52,2554.8,459.86,USD
e3777af6-8284-44ba-8193-dcf3b07a12c8,80dd1666-8466-4040-aa3f-a6c9b1e00b1e,a1ca2f4b-c38d-4562-9449-c3eb62d7e9f6,a3330ef1-2637-4a0a-9794-d3266d4ced15,903b109a-a48e-4805-bf97-eeb56a6e5694,30,88.27,492.87,43505.63,7831.01,USD
35e629fb-a2df-4138-ba47-4c1b7d9a8b3c,80dd1666-8466-4040-aa3f-a6c9b1e00b1e,c6df1eee-4864-40de-958f-079813dd0cde,e381749b-5fc1-4bfc-94b8-18a2c4907dfd,73f0312d-45f6-44db-a73e-8883074a27d4,40,70.61,1339.26,94565.15,17021.73,USD
64fcb76a-f6dd-4fae-866c-e5308c6934ae,0b9b6c71-f05a-485e-91b3-62140bce2bfd,bba7589b-0453-4324-b5de-baec71aab238,0fc71266-3fe3-4adf-b03a-db39ccbf03bb,2a647296-1fa3-49bc-8c17-c1238d4ff225,10,63.67,711.52,45302.48,8154.45,USD
f291b49b-10a9-4a6d-adc1-538c42b289fd,4f205030-d79d-4bd3-baef-447ad85e49f4,31d27c21-2314-486a-a397-a5684a976f2a,cfffd5db-c599-48e2-8902-5ba7f37330e6,936705d2-ba01-4342-a24b-f40c6fda6b56,10,79.51,959.21,76266.79,13728.02,USD
356ecb27-fdc9-4cce-a0d1-8ab5c23f8177,5ac55e71-f5a8-4b09-afc6-dc7eb63f311a,a09ac9a5-ddb6-4578-8b77-7d59e2907069,93bfbb35-dae7-4963-911e-3eade169883a,35049187-8063-4ff0-ab1c-107c698144c8,10,79.27,1196.92,94879.85,17078.37,USD
8041a2b1-f9b5-4894-b714-0bae99c04b61,da07af4c-1a2c-4b9f-af63-e851947e1fef,302da7a9-2892-4a1a-8ec1-e5687ec43b29,20f96192-2afe-43b3-8db3-04578c370e76,f04ef0fa-f904-4af1-b2d1-4191ff13f344,10,14.66,59.54,872.86,157.11,USD
18faa734-3b4e-4e88-a841-1bb42c422c5f,da07af4c-1a2c-4b9f-af63-e851947e1fef,f3346ee2-26df-4970-82a2-5903dc5f8846,0d906db1-300a-4dda-818b-4c9d964ea34e,0565e145-c8eb-4e32-97b7-282a8988df64,20,52.97,521.12,27603.73,4968.67,USD
23e79791-d295-4ff5-9db7-e5e0f6725584,66cd18ef-26d8-49ac-9457-fd689ed5d5ce,a5177546-0db8-4c85-a086-7ba50634ca3a,1da6403b-9fa6-45c0-9058-349736de02b8,72399bd0-959e-41dd-a677-1ec17f3af41d,10,97.2,520.91,50632.45,9113.84,USD
36cc7175-cb83-47dd-b4ce-aadc0deeca14,f1a368ef-d2d4-46f5-85b1-41bd42ccb559,5b70e4bc-103c-4441-936d-03428f3a11dc,b18cb621-fc71-438c-baa0-a3fcee1c9489,1ccd8c25-39b2-4716-b553-ba942c6a1649,10,70.41,110.86,7805.65,1405.02,USD
1fe08f10-84be-43ce-ae07-873d795ee273,f1a368ef-d2d4-46f5-85b1-41bd42ccb559,700bad9d-d289-4804-9db0-041f704e381a,8da99d09-0c33-4569-93a8-07a1156d0645,05663a58-f417-4410-9919-81dc296bc9de,20,15.8,815.01,12877.16,2317.89,USD
6104dc30-7754-4858-affa-8d99959a43ed,f1a368ef-d2d4-46f5-85b1-41bd42ccb559,00dabad8-9cc9-4319-a897-31a1138d5ff5,6c4fcd61-24a0-490d-b0bf-db5e6d829d7f,0565e145-c8eb-4e32-97b7-282a8988df64,30,57.18,592,33850.56,6093.1,USD
bf54168e-006c-4b47-b537-d2d0cba8a6ac,73803406-ce7f-439b-91cf-e849f064ff0d,0b92af72-1a80-45c0-963b-abeac52c795d,31cb851f-df2d-4001-93d4-4384ebc18d66,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,10,67.93,1929.01,131037.65,23586.78,USD
93b4455c-640a-426a-bacb-1eb8c6b25063,70652177-343f-47d3-8115-626007d348f7,54030897-bd0a-408c-82e2-5c80bf18fc03,f809dd6b-9d86-4bca-86f8-a1346ef82286,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,10,44.14,815.64,36002.35,6480.42,USD
777b98ce-4232-433f-873b-055ee5d4b59c,042b187d-1fdf-4dc6-ae3e-15ba02a03db4,c712e726-6641-41fc-9723-a4d34fbee840,d0a1eedc-fbd2-499a-a4c0-bc3f00016828,606bdfe1-a2d7-444a-adf8-b26de30af02e,10,32.02,1301.85,41685.24,7503.34,USD
c79a7309-2fe3-4586-a35b-8f11fb82b112,042b187d-1fdf-4dc6-ae3e-15ba02a03db4,53e6fa86-c314-4c2a-b459-57643ed4225b,16a7be47-3355-4ffb-8496-49c311bdd6fb,8f30334e-c4ed-4729-8217-39f3a5ecd019,20,39.87,1573.28,62726.67,11290.8,USD
fc960ac9-1585-4474-86e3-374f8207875c,ee226742-358a-4c92-b0ba-2bb1ffd6db04,f61ad5bb-9ad4-416d-b471-8c613f6b8ec6,b5fb6de9-7a38-462e-a4c9-c0e53f21f7a6,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,10,6.22,1915.83,11916.46,2144.96,USD
9a6a0157-b080-4ec7-910f-8e85592d8252,ee226742-358a-4c92-b0ba-2bb1ffd6db04,9bc01238-ac67-4a77-b7de-52d66a7d9bb9,d5a11d2a-f7c6-4223-81bf-580d39578244,c3277893-1114-40fa-8be6-9f9823eb5647,20,20.6,250.39,5158.03,928.45,USD
f0962437-3a63-4a7e-ba42-31046bb64fe5,829e21ae-271a-4893-b006-e451896a6105,09fbd388-1276-48d5-87f5-3a38f922742d,ac63aaac-ec87-4a7f-a6b5-52ba181bd66e,ce201345-9fac-4c1b-bf5d-7469a536e0d8,10,9.49,2355.79,22356.45,4024.16,USD
9a756e56-8c58-411f-a594-5b6c0e307269,829e21ae-271a-4893-b006-e451896a6105,e404fbab-f0ff-4868-9ff8-2351911125f9,788dbc5c-0509-493d-afdf-90f4702ee624,1856654a-a340-4b51-b787-39d4a6aac92e,20,33.14,216.9,7188.07,1293.85,USD
ba7dcb97-1b27-44ed-9c25-4b6fdda3aa80,387caad7-23dd-4d0c-a71d-e477270bf289,4ff6c6ce-e56b-40f5-8206-a9ca4c8ec881,19f83d61-785f-4374-a73c-a4fef7f816b6,3e9d4440-3f78-4da8-a691-54bce30640ab,10,37.85,1567.75,59339.34,10681.08,USD
0525429b-685b-4b93-a448-9ba48af99cdd,387caad7-23dd-4d0c-a71d-e477270bf289,04b856cb-bd78-4e07-978c-977590f1d8e9,ef2866c3-63cc-40ba-a8c3-ef13843172e0,4cbb1d69-dd4a-45ea-98f9-88012dac76c5,20,56.61,654.91,37074.46,6673.4,USD
31212362-7713-40df-befa-84b77cf5e1ae,387caad7-23dd-4d0c-a71d-e477270bf289,050aa0ca-958d-4e87-9278-bcb9df1c8eab,aa6301ff-d1b6-44a1-b0a1-18d7e5486667,373e4e9a-babc-46d4-9a09-464ba730c171,30,7.2,1450.27,10441.94,1879.55,USD
892f6878-68ba-4f2d-8140-ea2a9cc20841,387caad7-23dd-4d0c-a71d-e477270bf289,2d771602-9197-4358-9f6c-3e8535cfed23,7568549a-1f13-4a4e-905e-9001305ca6fa,23ad7741-05f2-4277-a4d5-ba0d88bd3389,40,64.97,1605.24,104292.44,18772.64,USD
48efd1be-2ed9-42b6-b521-c502dccac76f,25b43d3e-37e5-4288-8ca6-86e5aa043539,7e83d2ad-0f86-4e23-adaa-bcf87a15881b,abdd9451-a5c1-494f-870f-e5d64bb08efc,2c05ae69-6cfe-4a2e-8f9f-19a5071d2e04,10,35.3,1591.08,56165.12,10109.72,USD
bb4c1863-0c5b-454f-9115-7c93c696f55f,25b43d3e-37e5-4288-8ca6-86e5aa043539,509c3522-1469-4cdc-ac3e-529a54e8f5d0,7906770a-27de-4821-8042-9413f7e59188,71f83dec-30ab-4261-95c1-9f924d4db3d6,20,38.59,1017.1,39249.89,7064.98,USD
7422428e-372b-4469-8362-4015fd74dd7e,25b43d3e-37e5-4288-8ca6-86e5aa043539,952cc4d1-d1ba-4b6a-a274-b52324862258,aa9fc4b9-deb9-46d0-86a3-561ad23dd7c1,ec447f33-911d-4b35-8e2a-bc14096d88b8,30,85.69,1072.32,91887.1,16539.68,USD
75a1c393-8d5e-473c-99d3-b3c8df565d12,50250d30-a8f6-4f7e-a8fc-9ad5f6982574,4fbf87dd-f965-49c9-b75d-d700caa6318b,a6bf48ee-2a71-4d37-ac20-3430a93b3b9f,e8d510ea-fe69-4369-b50c-de4c7f906648,10,25.9,2189.88,56717.89,10209.22,USD
d3425268-2f25-47e2-8be6-2383af463ef4,50250d30-a8f6-4f7e-a8fc-9ad5f6982574,10c2856b-4844-4cdf-80c4-94c333d29a09,00f49b29-c00c-4b61-b8e3-c0c816c5b9d7,4c330d88-57ac-4568-81e2-e1299fdec989,20,39.85,23.38,931.69,167.7,USD
fba60529-1694-4c4e-949e-cd3e397b6455,18bde2fc-7958-4d2c-98a5-5075a83c1e7c,55c60f6c-de2e-4326-b29a-466ba13a98e1,5b87521d-b890-4ae7-8f01-9bdb86af71e2,9d03b734-5ff9-4578-98d6-66622cee846e,10,15.4,1887.29,29064.27,5231.57,USD
272d2c3c-40c7-405d-87d9-ae0108d2e56d,18bde2fc-7958-4d2c-98a5-5075a83c1e7c,d283b396-4ea0-4dea-9878-dae00b46d21f,624228e3-40bc-4200-8b75-3245d8507b85,9f2ef52a-e72e-4b39-bb4e-c3775a065999,20,58.17,1356.16,78887.83,14199.81,USD
1849365e-5ee2-46cc-bac8-f5298e77311d,18bde2fc-7958-4d2c-98a5-5075a83c1e7c,b3e3488d-4a8b-4410-a649-ab894dd81a40,3e881fa3-cf81-400e-8f0a-b0e5ee230e56,7faeb0cc-fdeb-4706-8a39-0374b234ed23,30,70.88,1636.66,116006.46,20881.16,USD
90ccc90b-7e2f-4ff1-9e1a-31c68e8b2b24,18bde2fc-7958-4d2c-98a5-5075a83c1e7c,6cc9c8c7-03bf-4121-bc9e-f227e8f8e602,15f1f832-b5b1-47e0-bd7f-aae332df35a7,942d50b8-1d33-42b9-af10-03ede4f4e736,40,88.7,961.83,85314.32,15356.58,USD
10276878-9a5f-413e-8477-99ab2f38164f,481252a5-07ce-4cc7-92be-16ff4d949e5b,93213141-3a2d-467e-9ba5-e27000a67950,30233e6e-3bd8-4e53-9295-3717855bc391,be1d466d-3f31-440e-b94d-6a8e92106328,10,65.36,1666.16,108900.22,19602.04,USD
d97aa0f2-fdd3-4a4a-9883-38ead578615c,1352c3ea-e200-4e99-bf54-a83b2f63254f,63366f19-803a-4dcb-a4af-b58f9c00a81e,9282ef6a-5b65-4fe4-8072-7e92be5440e0,923a40e7-4179-46a2-9e13-d3c5526167ac,10,43.84,1730.4,75860.74,13654.93,USD
8a996fcd-b10f-4bf3-ad1f-5960dca3e000,1352c3ea-e200-4e99-bf54-a83b2f63254f,b2f8add8-03b0-4ed8-80a4-d4f9932c4c44,0fef7210-b12c-44b2-906b-c8a7796ac43b,c3277893-1114-40fa-8be6-9f9823eb5647,20,59.95,210.34,12609.88,2269.78,USD
2bfeb407-462d-4417-a77e-ef934110a1f2,1352c3ea-e200-4e99-bf54-a83b2f63254f,cff2b629-74e0-4329-a050-13bdd7d8d0ab,c289de4d-bd83-4a70-9946-7f7c7ef57e71,1ccd8c25-39b2-4716-b553-ba942c6a1649,30,94.35,143.62,13550.55,2439.1,USD
c42a6fe0-fa08-4da8-80a7-361d9e8557f9,1352c3ea-e200-4e99-bf54-a83b2f63254f,efbb1416-5337-4d92-ba15-08d7b72bd2f1,1e86f642-1bc8-4737-993e-40cb2e600e72,3e9d4440-3f78-4da8-a691-54bce30640ab,40,32.9,1574.91,51814.54,9326.62,USD
a65031af-4ee1-49f2-875f-a69dcef57232,a3d9ce87-e642-4cc3-8a23-eb089fa5cba2,9e0ac8f6-a920-46b4-b71f-47529c7b3ff9,04429edb-c0b4-470c-8bd0-db149d936e99,7c2b9c81-5019-4515-be37-fab9c68881f0,10,78.6,95.81,7530.67,1355.52,USD
5b3685f3-19e0-43d8-a7bf-7fa8618ca7e6,a3d9ce87-e642-4cc3-8a23-eb089fa5cba2,2446d4b1-9d9d-4873-8e15-7d06bb2fde54,0c897685-93c0-4a30-9d26-4091cf87a227,936705d2-ba01-4342-a24b-f40c6fda6b56,20,6.1,1270.84,7752.12,1395.38,USD
7884361c-e066-4f07-aba1-b2dad6351115,a3d9ce87-e642-4cc3-8a23-eb089fa5cba2,c674e119-3170-4b52-a43f-ac1b00320efc,d433045f-0f82-49aa-89a7-0b95d1132da6,b19f6295-6748-4092-97e7-2b8267f9b702,30,86,328.16,28221.76,5079.92,USD
4546bc2d-f46d-4949-8df5-839b97be8a93,a3d9ce87-e642-4cc3-8a23-eb089fa5cba2,32f064f6-14e3-4d35-8842-47a8951bd15c,537974ff-b556-4a76-937a-3db6d0c35a5a,3e9d4440-3f78-4da8-a691-54bce30640ab,40,65.3,2253.62,147161.39,26489.05,USD
4ce58895-0c35-4db0-9307-a59f3a38d90f,8e07eb64-f59b-42fb-aaad-8ef27a1bea01,059b827a-881b-4504-925f-49a537e10cd5,7908cfc8-890d-4ef0-93b2-0d024649ad00,c20787e9-9ce2-4abc-b51d-fd8918b5072c,10,89.93,1646.47,148067.05,26652.07,USD
17fd820b-39f1-4720-a9ae-2adc0b156140,8e07eb64-f59b-42fb-aaad-8ef27a1bea01,eb916785-34a8-44d5-a048-53a2381d9325,0b7af83c-3636-4ff7-b1f9-7187c5ac2950,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,20,23.7,1907.75,45213.67,8138.46,USD
ea0eaebb-37ed-4040-967c-ddb901a66c9d,8e07eb64-f59b-42fb-aaad-8ef27a1bea01,5cfa725b-d236-4e20-8296-663862476b93,2b55a364-fc9e-41c5-9220-45848c4621e1,8dfa4aa2-ee86-463a-9b40-e51f3627afba,30,47.1,1104.45,52019.6,9363.53,USD
0d954ea5-33e5-4d84-8758-f687fcbc7ea9,c0690609-d33e-491b-b2e8-b09636a6f059,704721ff-9ad5-418e-864e-eaecdf667822,2e1a4829-32d6-40f3-b3b7-192fc4f06455,eb441e4c-7209-4ad8-949b-7dd500718446,10,12.04,1367.88,16469.28,2964.47,USD
3cb7809d-8992-48b8-b841-75f2c7aac068,c0690609-d33e-491b-b2e8-b09636a6f059,aed87255-0fdb-4ba9-b917-8bbc7647042f,db0ecd12-e370-4d74-8bd7-f7176a474c0f,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,20,92.19,2206.64,203430.14,36617.43,USD
94a686a3-3eba-40b1-ac4e-0afc4df05a95,c0690609-d33e-491b-b2e8-b09636a6f059,98d34817-44bc-4728-a63e-3b6e05efeb7d,d264995c-4a30-4303-9084-bee9361e15e8,ce201345-9fac-4c1b-bf5d-7469a536e0d8,30,23.48,2191.7,51461.12,9263,USD
ceeb756e-6439-445d-a490-5b9dba8375b4,c0690609-d33e-491b-b2e8-b09636a6f059,4e4e1b73-dca6-43d3-af7d-c7970b100493,66e53f4b-8cd3-4e2c-97b4-2833c927c4a7,be1d466d-3f31-440e-b94d-6a8e92106328,40,70.8,1663.79,117796.33,21203.34,USD
4199b610-2a5c-4bdd-93f9-7e2e62033eeb,bf27271d-0643-407f-afd2-30064d820281,ec234150-a6e1-44e5-9239-0a8c98967658,750b1d30-52be-461a-9e6c-92417b1b5849,b19f6295-6748-4092-97e7-2b8267f9b702,10,51.31,294.18,15094.38,2716.99,USD
