id,salesOrderItemId,conditionType,conditionValue,currency,isPercentage,conditionBase,conditionAmount
38c369db-b9b7-4ff8-9fa5-f1b5e7f9223c,9f8ba660-fad1-4a74-bce4-3999a732d84b,PR00,1141.57,USD,false,57.24,65343.47
049beda6-8f86-49ef-a155-987f24cb7e36,9f8ba660-fad1-4a74-bce4-3999a732d84b,K004,14.97,USD,true,65343.47,-9781.92
85db50de-ad61-4c1a-ad5e-fcee2c8afe01,9f8ba660-fad1-4a74-bce4-3999a732d84b,MWST,18,USD,true,65343.47,11761.82
13dcdda2-1052-49c1-9bec-8c25bc68b87f,1a8aaa0e-5b95-4cc9-ba81-aec3a7468a4b,PR00,94.27,USD,false,29.49,2780.02
89a5b998-e196-40b4-8c4e-6f53cb98f904,1a8aaa0e-5b95-4cc9-ba81-aec3a7468a4b,K004,10.63,USD,true,2780.02,-295.52
10fc84ae-b583-46ab-b97c-6fff70838d81,1a8aaa0e-5b95-4cc9-ba81-aec3a7468a4b,MWST,18,USD,true,2780.02,500.4
a0f45ad0-6f9e-4368-971c-d447b13aac75,fd1e6bdd-2235-45b1-9cea-20dab70f60f4,PR00,990.65,USD,false,25.38,25142.7
a8220ec5-92e2-4594-a3b3-e1d42d535074,fd1e6bdd-2235-45b1-9cea-20dab70f60f4,K004,12.02,USD,true,25142.7,-3022.15
7f61598d-5858-493d-a731-4eecf9ec32bb,fd1e6bdd-2235-45b1-9cea-20dab70f60f4,MWST,18,USD,true,25142.7,4525.69
81f85184-7b64-48f3-adbb-782d0dba32cc,60275a6e-89e4-46f2-86bd-f0988fa1ff9a,PR00,359.97,USD,false,16.55,5957.5
b36ab5c7-1377-4521-bd3c-30e250e214a3,60275a6e-89e4-46f2-86bd-f0988fa1ff9a,K004,3.41,USD,true,5957.5,-203.15
1276b81e-cf5f-4f8c-bbe4-93d91223f7cc,60275a6e-89e4-46f2-86bd-f0988fa1ff9a,MWST,18,USD,true,5957.5,1072.35
d38872fe-880a-4afe-93b4-e8369c163b03,c45fdb5f-eee7-4ad7-b480-f7fefeeb4008,PR00,269.76,USD,false,64.82,17485.84
dee92941-a559-49ff-adbf-25ca11d37039,c45fdb5f-eee7-4ad7-b480-f7fefeeb4008,K004,8.55,USD,true,17485.84,-1495.04
aa0d6c3e-35a5-4f0e-83c0-5a6f26e18adf,c45fdb5f-eee7-4ad7-b480-f7fefeeb4008,MWST,18,USD,true,17485.84,3147.45
8a9eec71-442c-4de9-b7c8-be5ba5d60d87,eada3a20-31f4-4d39-afa9-f0264f6afcbe,PR00,960,USD,false,97.64,93734.4
c2705cdb-4e5e-4b4f-a9c0-595ff188bdee,eada3a20-31f4-4d39-afa9-f0264f6afcbe,K004,8.52,USD,true,93734.4,-7986.17
282bbd4f-8d38-4a4c-86d2-30c658cf01a0,eada3a20-31f4-4d39-afa9-f0264f6afcbe,MWST,18,USD,true,93734.4,16872.19
2f4faeaf-aa60-4686-b77a-80810f9bb954,9fe08007-d0cd-401d-b4ca-f9cc1e0c8c1c,PR00,1062.06,USD,false,41.93,44532.18
d4c8f988-10b5-4e62-90b5-c742e4d6ad6f,9fe08007-d0cd-401d-b4ca-f9cc1e0c8c1c,K004,14.72,USD,true,44532.18,-6555.14
ab9daaea-86bb-4d28-bde1-3503ec8e5905,9fe08007-d0cd-401d-b4ca-f9cc1e0c8c1c,MWST,18,USD,true,44532.18,8015.79
4a10f989-ad53-4d37-ab98-a89523ba181c,264816c7-e297-440b-bd6b-f57da100084f,PR00,609.83,USD,false,36.86,22478.33
de066774-a792-4420-a06b-0fe505e249cb,264816c7-e297-440b-bd6b-f57da100084f,K004,2.75,USD,true,22478.33,-618.15
3e5d8508-cb80-4e2a-9af9-3a1e058d2cdb,264816c7-e297-440b-bd6b-f57da100084f,MWST,18,USD,true,22478.33,4046.1
6cd6c7d5-5805-4e5c-8bec-ef03a6daeed4,2d3a7bbd-b3cd-4c56-9631-0b9c217ff587,PR00,1495.78,USD,false,89.78,134291.13
b6c3cc59-56b6-4596-aa0e-bec062a65d2d,2d3a7bbd-b3cd-4c56-9631-0b9c217ff587,K004,7.57,USD,true,134291.13,-10165.84
70ee8587-b4bc-431c-b498-3429c1b38236,2d3a7bbd-b3cd-4c56-9631-0b9c217ff587,MWST,18,USD,true,134291.13,24172.4
a2ee3cfe-8246-4da6-bff4-54d8bc08b9cb,c1fd0334-5f7c-45af-8499-dbbe872f0d1e,PR00,655.34,USD,false,58.14,38101.47
d833b69e-26c1-4f14-807e-7ec95535aceb,c1fd0334-5f7c-45af-8499-dbbe872f0d1e,K004,12.49,USD,true,38101.47,-4758.87
a5405e30-6b3b-4a7a-aa5b-a0a7950fecf8,c1fd0334-5f7c-45af-8499-dbbe872f0d1e,MWST,18,USD,true,38101.47,6858.26
7c9ff4f8-2391-4316-a86d-4c91d376798b,1b7e6908-4173-4626-bb3a-6c8070cc1a25,PR00,207.8,USD,false,97.29,20216.86
de3f64f5-f1af-4eb5-b7e7-0079b9167e6f,1b7e6908-4173-4626-bb3a-6c8070cc1a25,K004,7.07,USD,true,20216.86,-1429.33
d057b1cf-4d87-425a-8590-07e97c18f111,1b7e6908-4173-4626-bb3a-6c8070cc1a25,MWST,18,USD,true,20216.86,3639.03
e381b7e1-b04a-4145-a085-358a35e6661e,7472b762-cdef-4032-b45e-35894400b360,PR00,314.17,USD,false,51.85,16289.71
06e942c7-4112-460c-9424-7808ef94eb26,7472b762-cdef-4032-b45e-35894400b360,K004,7.64,USD,true,16289.71,-1244.53
b9057219-246a-48e8-aa5d-1a753d69940b,7472b762-cdef-4032-b45e-35894400b360,MWST,18,USD,true,16289.71,2932.15
f857c71f-09d1-4971-a820-745ffc001cc6,d566fc44-5e5e-44d3-a3a5-bcb077f93815,PR00,523.62,USD,false,49,25657.38
d1ec0293-ca27-41fa-84e0-15e792e3bb6b,d566fc44-5e5e-44d3-a3a5-bcb077f93815,K004,2.03,USD,true,25657.38,-520.84
275e256f-1a50-401f-bc09-8bf41efe4175,d566fc44-5e5e-44d3-a3a5-bcb077f93815,MWST,18,USD,true,25657.38,4618.33
e008b656-7ce9-4f40-adad-fc3e2a2a3c46,f86046ef-6839-4715-a812-63eec425befe,PR00,472.19,USD,false,18.18,8584.41
8cf963a9-8cef-49cf-a84b-2d021cdfaab2,f86046ef-6839-4715-a812-63eec425befe,K004,13.42,USD,true,8584.41,-1152.03
01c5a843-db6f-432b-a479-06cc68216d45,f86046ef-6839-4715-a812-63eec425befe,MWST,18,USD,true,8584.41,1545.19
36535a6d-7435-43e2-b7ea-bed8a3caad73,9682e48c-69dd-42ae-a45c-b09885c3ac88,PR00,1645.28,USD,false,87.88,144587.21
034f6bd8-f1d1-4fbd-9eca-6eb5815466b5,9682e48c-69dd-42ae-a45c-b09885c3ac88,K004,4.73,USD,true,144587.21,-6838.98
ccc32d55-4510-44bb-92e6-f36bf8e2eb3c,9682e48c-69dd-42ae-a45c-b09885c3ac88,MWST,18,USD,true,144587.21,26025.7
057a7c99-d363-4f00-be75-9fcdafe68269,f249955b-6c43-4e69-a2e0-1af8249a774a,PR00,1489.29,USD,false,56.26,83787.46
5b5cdbe4-ec8f-4f42-b497-d63d3834dd4f,f249955b-6c43-4e69-a2e0-1af8249a774a,K004,7.55,USD,true,83787.46,-6325.95
3a42c483-fb3f-436c-a6f0-48198e93456f,f249955b-6c43-4e69-a2e0-1af8249a774a,MWST,18,USD,true,83787.46,15081.74
07814aec-cda6-4299-9500-6cc513f525a0,f700b750-dfaa-4ef9-a0df-db24a5d368dc,PR00,585,USD,false,73.77,43155.45
a93f538e-0d4c-499c-990c-75f722ef8d48,f700b750-dfaa-4ef9-a0df-db24a5d368dc,K004,11.12,USD,true,43155.45,-4798.89
4a9ab0c1-c5d4-4104-96b9-5357933b03a1,f700b750-dfaa-4ef9-a0df-db24a5d368dc,MWST,18,USD,true,43155.45,7767.98
feb1a683-2405-4707-a86d-240df326d6ba,0bc7045e-27ac-40d3-b107-50de01f2bf6b,PR00,1879.02,USD,false,91.47,171873.96
18c57576-21ee-4725-bdfb-b9778c9ad939,0bc7045e-27ac-40d3-b107-50de01f2bf6b,K004,2.87,USD,true,171873.96,-4932.78
75e23d9c-fe92-4c54-a60d-36fa140b1e84,0bc7045e-27ac-40d3-b107-50de01f2bf6b,MWST,18,USD,true,171873.96,30937.31
37db3cf1-1675-4e2a-8f9e-846c29469095,a572657f-94f7-456e-9de5-0f46951a3c99,PR00,1065.27,USD,false,12.58,13401.1
40523a56-8092-4e96-8330-322f5d9dae8b,a572657f-94f7-456e-9de5-0f46951a3c99,K004,3.78,USD,true,13401.1,-506.56
9b18a7d6-0436-428d-bb5c-acec955df6d4,a572657f-94f7-456e-9de5-0f46951a3c99,MWST,18,USD,true,13401.1,2412.2
804e0ad4-c658-4d38-b2d4-366dc523eacd,0e920c96-83f6-4198-a451-809df879635f,PR00,667.48,USD,false,92.76,61915.44
eca76e42-c764-4fd2-a490-d3c10b5afe92,0e920c96-83f6-4198-a451-809df879635f,K004,8.17,USD,true,61915.44,-5058.49
872b494c-bbef-40f8-8411-7b9adc92d01f,0e920c96-83f6-4198-a451-809df879635f,MWST,18,USD,true,61915.44,11144.78
7dd6f171-86bb-4144-b7fb-e6ec2f8849ba,387bbf5f-4648-4ceb-a2b9-7c73741c650a,PR00,1714.34,USD,false,22.59,38726.94
8997aaf8-c4d1-4d05-a89b-1fd1ae807535,387bbf5f-4648-4ceb-a2b9-7c73741c650a,K004,1.96,USD,true,38726.94,-759.05
84ddedf2-e58b-4b43-afc0-2cccb79a51df,387bbf5f-4648-4ceb-a2b9-7c73741c650a,MWST,18,USD,true,38726.94,6970.85
2db05b7c-767b-4676-8894-a6ee9651c2f0,446c680c-d8e2-4c59-bc17-04f61f94ea08,PR00,2119.71,USD,false,13.99,29654.74
7c5d7fa7-82f9-4cda-a702-02f93001d54f,446c680c-d8e2-4c59-bc17-04f61f94ea08,K004,13.55,USD,true,29654.74,-4018.22
d30813c0-4304-4fde-baca-32e7e06580fb,446c680c-d8e2-4c59-bc17-04f61f94ea08,MWST,18,USD,true,29654.74,5337.85
dbd26226-857f-4231-9156-bed4f542d7bd,0927cef1-2b1e-4540-b648-f67457ca367c,PR00,1423.7,USD,false,54.13,77064.88
197e5046-9f8e-4df7-87f6-405f99487828,0927cef1-2b1e-4540-b648-f67457ca367c,K004,3.33,USD,true,77064.88,-2566.26
01cc9b34-c418-425b-8fe9-ed0aa8a39a31,0927cef1-2b1e-4540-b648-f67457ca367c,MWST,18,USD,true,77064.88,13871.68
3f91c86b-f5f9-4d52-ae34-e85f0171f64d,11efecc6-9ab9-4eb5-a28b-5c6f28312369,PR00,1489.57,USD,false,86.74,129205.3
7848b9f1-3644-4d79-9b8c-50fdc3462322,11efecc6-9ab9-4eb5-a28b-5c6f28312369,K004,9.81,USD,true,129205.3,-12675.04
f3444632-7b37-4582-8d77-8096bfb775d6,11efecc6-9ab9-4eb5-a28b-5c6f28312369,MWST,18,USD,true,129205.3,23256.95
4bea6993-a1f0-4bcf-acbb-98a23b26323d,62c16af1-0a4a-4099-9a37-1de8b0c5b381,PR00,543.73,USD,false,93.5,50838.76
e93adadb-6727-4afa-a772-17e7e089417a,62c16af1-0a4a-4099-9a37-1de8b0c5b381,K004,7.55,USD,true,50838.76,-3838.33
610a585b-7f3b-4d2e-a44b-253e66585781,62c16af1-0a4a-4099-9a37-1de8b0c5b381,MWST,18,USD,true,50838.76,9150.98
08067396-e350-4441-848b-34ffa64296c8,588b2bdc-c748-46a8-ad67-d2a53eb9c521,PR00,2141.1,USD,false,30.85,66052.93
1a1e8a01-4b6f-4093-99c0-9ae2de75e0b6,588b2bdc-c748-46a8-ad67-d2a53eb9c521,K004,3.77,USD,true,66052.93,-2490.2
894c6b7f-ae39-4a0b-98ca-779db806ae1e,588b2bdc-c748-46a8-ad67-d2a53eb9c521,MWST,18,USD,true,66052.93,11889.53
d8282dea-dc6e-4013-9ca1-c7fb209078fd,3a575c2b-01cc-4a25-8337-8fe0784a5a28,PR00,866.54,USD,false,70.26,60883.1
97f42c46-738b-4877-82b5-52110242a868,3a575c2b-01cc-4a25-8337-8fe0784a5a28,K004,4.9,USD,true,60883.1,-2983.27
f4e569f1-bba3-45eb-91a8-3f5a95028fd4,3a575c2b-01cc-4a25-8337-8fe0784a5a28,MWST,18,USD,true,60883.1,10958.96
db34000a-3747-4a0a-aa93-ce37c0d32e0e,2c53bf20-da52-4fc3-937a-e481e4df9984,PR00,1010.97,USD,false,85.59,86528.92
089496e2-299e-467d-b4c9-efe87a7821c2,2c53bf20-da52-4fc3-937a-e481e4df9984,K004,0.92,USD,true,86528.92,-796.07
9b96443b-4a63-4f6c-90ac-e2a03ec9f916,2c53bf20-da52-4fc3-937a-e481e4df9984,MWST,18,USD,true,86528.92,15575.21
653efb34-cb94-47cf-9a07-a1f9f74e4395,595f6b8e-1f9b-4416-a977-d284d3506183,PR00,1778.47,USD,false,84.62,150494.13
0870597e-7274-4038-911d-29839a7c210b,595f6b8e-1f9b-4416-a977-d284d3506183,K004,11.26,USD,true,150494.13,-16945.64
50f9fa1e-d6c2-4657-8251-127fd4bfd3cc,595f6b8e-1f9b-4416-a977-d284d3506183,MWST,18,USD,true,150494.13,27088.94
d6fa7820-74ca-4b61-8fa4-196c0a906396,48f37fb0-8beb-4940-9820-e14ca4513715,PR00,1491.9,USD,false,26.34,39296.65
a1fd6c5e-9056-4b2d-b3e2-ab4606a0582e,48f37fb0-8beb-4940-9820-e14ca4513715,K004,7.93,USD,true,39296.65,-3116.22
87797b6a-be41-4471-a9e5-7ce0a32ede47,48f37fb0-8beb-4940-9820-e14ca4513715,MWST,18,USD,true,39296.65,7073.4
7d2b0db5-00ea-4da3-ac86-592b6bf3e00d,f1786d3b-6d30-4c10-98c1-a943c18dbf18,PR00,1386.74,USD,false,97.11,134666.32
87f7981c-b927-42e7-bd1e-252a11ba18e8,f1786d3b-6d30-4c10-98c1-a943c18dbf18,K004,0.28,USD,true,134666.32,-377.07
f922cdcb-d519-4ea4-bf5b-9f7a7bf356eb,f1786d3b-6d30-4c10-98c1-a943c18dbf18,MWST,18,USD,true,134666.32,24239.94
c2c0fa7a-0a3d-4d1b-ad85-e8c5ea800398,3675cc68-3300-4712-8d23-95442f25d443,PR00,804.38,USD,false,72.9,58639.3
82cf9029-9f10-4f78-866a-82c3ec0b432f,3675cc68-3300-4712-8d23-95442f25d443,K004,1.27,USD,true,58639.3,-744.72
d1c7e5a7-57b4-4f94-a175-ab3ba36b874a,3675cc68-3300-4712-8d23-95442f25d443,MWST,18,USD,true,58639.3,10555.07
da5f2448-5913-462a-8e27-ef2f6c4f7264,a43a63b3-b4c7-4ddb-a731-73e487d6b771,PR00,1952.96,USD,false,34.92,68197.36
d1fe6428-b504-41b4-a691-1fda03694e77,a43a63b3-b4c7-4ddb-a731-73e487d6b771,K004,12.71,USD,true,68197.36,-8667.88
93169c07-c5f9-426c-9bdb-2be1e3b16cf1,a43a63b3-b4c7-4ddb-a731-73e487d6b771,MWST,18,USD,true,68197.36,12275.52
ecebb290-621a-4677-92f0-f5750a0d3c57,89dbe523-9659-4cbf-8187-41fc7a066f63,PR00,2135.36,USD,false,34.67,74032.93
5b4b1a1f-73ac-4998-84b6-e9363fb026dc,89dbe523-9659-4cbf-8187-41fc7a066f63,K004,9.38,USD,true,74032.93,-6944.29
ccbe29fb-faba-402b-b022-22d97cf7c542,89dbe523-9659-4cbf-8187-41fc7a066f63,MWST,18,USD,true,74032.93,13325.93
0fc1e484-6781-4c33-9728-5a300a4aa521,ffbb69f4-37a6-4c4d-b680-e06ed33422a7,PR00,1930.03,USD,false,57.59,111150.43
2eb2b083-3d20-47dd-82c9-a39391f40fbb,ffbb69f4-37a6-4c4d-b680-e06ed33422a7,K004,2.62,USD,true,111150.43,-2912.14
dc94139e-0e6d-4a11-9064-902fc19180be,ffbb69f4-37a6-4c4d-b680-e06ed33422a7,MWST,18,USD,true,111150.43,20007.08
5a1a9ea4-7b3a-44c2-8e07-1ed39a8d5c55,21eddd8c-e05c-4b56-96ed-35c363f27b8b,PR00,363.86,USD,false,3.13,1138.88
771d9899-3220-458b-9cf7-e9d73560d05b,21eddd8c-e05c-4b56-96ed-35c363f27b8b,K004,2.39,USD,true,1138.88,-27.22
4e246eef-3cd0-4e98-af40-4651d8db9e1e,21eddd8c-e05c-4b56-96ed-35c363f27b8b,MWST,18,USD,true,1138.88,205
9948db15-efdf-4626-9d27-462b5e600896,f7583b97-15f1-4691-a537-296988393b5c,PR00,1523.92,USD,false,74.48,113501.56
abe6cc01-3671-47d7-9360-b1f8fb656538,f7583b97-15f1-4691-a537-296988393b5c,K004,0.84,USD,true,113501.56,-953.41
9f0f17ce-ada5-49ed-9476-1351d04169bd,f7583b97-15f1-4691-a537-296988393b5c,MWST,18,USD,true,113501.56,20430.28
e49a228f-16ac-46ed-996e-c94889e2b051,b2fecbf8-24a2-48a2-aec3-b26b0810f49d,PR00,1045.65,USD,false,72.19,75485.47
c6918cf1-67d3-4cdd-83bb-84808d561163,b2fecbf8-24a2-48a2-aec3-b26b0810f49d,K004,3.41,USD,true,75485.47,-2574.05
b4e14b35-cb8c-44aa-a763-2531fb0894b8,b2fecbf8-24a2-48a2-aec3-b26b0810f49d,MWST,18,USD,true,75485.47,13587.38
fe2cc9d7-be34-4909-b684-166679ab090d,4aca6792-8af8-4cb1-a39b-983f2f3f757f,PR00,2092.24,USD,false,81.19,169868.97
449f3432-ff65-4429-8620-0d51528916e3,4aca6792-8af8-4cb1-a39b-983f2f3f757f,K004,13.68,USD,true,169868.97,-23238.08
abb61634-ba70-427e-862c-01fde18c503b,4aca6792-8af8-4cb1-a39b-983f2f3f757f,MWST,18,USD,true,169868.97,30576.41
c646a8b0-b90b-43b4-80e3-47e630b190f4,0194fb54-4455-46b1-97ff-eb2d070d3894,PR00,1471.45,USD,false,27.4,40317.73
1680fda4-2119-421c-8878-4320e710df67,0194fb54-4455-46b1-97ff-eb2d070d3894,K004,13.22,USD,true,40317.73,-5330
acba1c24-cb4d-44a8-bd03-e215463e0dfd,0194fb54-4455-46b1-97ff-eb2d070d3894,MWST,18,USD,true,40317.73,7257.19
27cd78ee-fac5-42a7-9b29-8ee4cbf6f5f5,49e0fce0-14b0-4d22-8b44-b8b95a376e67,PR00,1315.96,USD,false,6.63,8724.81
477c8130-dfad-49e9-8f2a-90f07c11b8f6,49e0fce0-14b0-4d22-8b44-b8b95a376e67,K004,1.56,USD,true,8724.81,-136.11
bc63b50a-a12c-46ed-8aba-3427720c4de5,49e0fce0-14b0-4d22-8b44-b8b95a376e67,MWST,18,USD,true,8724.81,1570.47
4a5b2a59-0012-46da-ba85-9f837fec7cbb,96d0a6fc-898b-4938-bbbc-b239fd8565e4,PR00,664.64,USD,false,98.31,65340.76
84d4d9c6-211e-4f4a-a8ca-026a6ca33f0f,96d0a6fc-898b-4938-bbbc-b239fd8565e4,K004,1.85,USD,true,65340.76,-1208.8
060c5367-ae7b-4a88-85f1-768450ec6022,96d0a6fc-898b-4938-bbbc-b239fd8565e4,MWST,18,USD,true,65340.76,11761.34
65198b6c-0c51-462a-8d2d-7b4c4bb17c52,549e1d1a-01f9-4260-beba-55736c47d1a9,PR00,1447.5,USD,false,53.99,78150.53
1a4fcee0-c695-439f-8ace-c62b225dd4ee,549e1d1a-01f9-4260-beba-55736c47d1a9,K004,12.9,USD,true,78150.53,-10081.42
bba155f5-3412-4164-a1ee-2f6b65f85fd7,549e1d1a-01f9-4260-beba-55736c47d1a9,MWST,18,USD,true,78150.53,14067.1
eef342a3-0281-4470-9edc-db3ff7723991,c53f77b7-c2ab-4c7e-a01b-bbd0187ec314,PR00,419.27,USD,false,22.46,9416.8
f683a66b-9ce9-4073-813b-741f2f54bc10,c53f77b7-c2ab-4c7e-a01b-bbd0187ec314,K004,2.75,USD,true,9416.8,-258.96
686c949b-8c6e-4ee2-bf3f-68e93cf5cb69,c53f77b7-c2ab-4c7e-a01b-bbd0187ec314,MWST,18,USD,true,9416.8,1695.02
dd553191-8780-4919-a645-a96dd8a74e9e,8f47b0af-8e4f-48f3-becb-e3480f8295fb,PR00,28.93,USD,false,72.33,2092.51
5654b7a3-1eee-4ed1-bdde-0f68e5ef2037,8f47b0af-8e4f-48f3-becb-e3480f8295fb,K004,14.93,USD,true,2092.51,-312.41
a1a193a7-2ea6-49ce-acc4-e4859913e253,8f47b0af-8e4f-48f3-becb-e3480f8295fb,MWST,18,USD,true,2092.51,376.65
a953bd31-3c12-4d79-b37b-b6a9d4c84e08,3bb7c375-46df-423b-a648-6f9b1cd1d210,PR00,982.36,USD,false,19.88,19529.32
fd0653f8-7568-4fb8-8a84-6e43cc097367,3bb7c375-46df-423b-a648-6f9b1cd1d210,K004,9.43,USD,true,19529.32,-1841.61
c713b34c-cb2b-47c0-9db7-89669122d2f4,3bb7c375-46df-423b-a648-6f9b1cd1d210,MWST,18,USD,true,19529.32,3515.28
3973e359-ded6-492d-ab32-c6b6c4a69996,0083f484-e9f2-402f-a44a-c256226efaa8,PR00,1584.8,USD,false,92.19,146102.71
921534a6-483d-4bff-9ccf-d944c289c9af,0083f484-e9f2-402f-a44a-c256226efaa8,K004,10.7,USD,true,146102.71,-15632.99
a30452b9-3600-4495-8ad7-09a6c0703f34,0083f484-e9f2-402f-a44a-c256226efaa8,MWST,18,USD,true,146102.71,26298.49
e4059df0-29f7-47a5-aece-f4cd542ca57b,0c76b34b-5132-4042-af00-367117eb23a1,PR00,89.28,USD,false,60.03,5359.48
aea8b84e-6416-4174-a25d-ec851a4f6b10,0c76b34b-5132-4042-af00-367117eb23a1,K004,3,USD,true,5359.48,-160.78
b5954da2-e1e9-4810-a21a-96b297c4ebbf,0c76b34b-5132-4042-af00-367117eb23a1,MWST,18,USD,true,5359.48,964.71
e03a375a-2238-4c0d-84f0-a9a49249d915,4b4fb83a-5bab-43db-9d2d-c1bf37d1688d,PR00,1671.31,USD,false,99.26,165894.23
83945c08-3e9c-4d89-a103-b3d2af933687,4b4fb83a-5bab-43db-9d2d-c1bf37d1688d,K004,0.75,USD,true,165894.23,-1244.21
7181ad5c-83d2-415d-9b96-3d208cb185ca,4b4fb83a-5bab-43db-9d2d-c1bf37d1688d,MWST,18,USD,true,165894.23,29860.96
61c0a86a-1a1f-45fe-b3b4-8f027bbbeefa,3f4818f7-66c2-47e3-a48b-8619d3127fb5,PR00,1575.47,USD,false,31.83,50147.21
406b48de-6af5-4576-9b5d-da9ffab198de,3f4818f7-66c2-47e3-a48b-8619d3127fb5,K004,2.19,USD,true,50147.21,-1098.22
48ef9e7c-7c85-465f-914c-4a3adb44722a,3f4818f7-66c2-47e3-a48b-8619d3127fb5,MWST,18,USD,true,50147.21,9026.5
30552f8b-3165-4e5a-ae66-1e3827aaecda,aceba282-30f8-4420-9a82-24baedf2ca07,PR00,555.11,USD,false,83.33,46257.32
30f87c2e-a8c7-452f-a3f4-f340faa9c85e,aceba282-30f8-4420-9a82-24baedf2ca07,K004,9.33,USD,true,46257.32,-4315.81
6da5475e-c125-4013-8d9b-d2c3a4fb72eb,aceba282-30f8-4420-9a82-24baedf2ca07,MWST,18,USD,true,46257.32,8326.32
6d64ad8e-e33e-4205-81e7-393f412e5e94,ec8601c9-2d58-4726-9640-337f57f96141,PR00,1012.19,USD,false,49.52,50123.65
52a2da0a-f4cd-4a4a-87f5-e9e29526b872,ec8601c9-2d58-4726-9640-337f57f96141,K004,10.91,USD,true,50123.65,-5468.49
b3486a48-0cba-4c4c-90ce-a321494c50a6,ec8601c9-2d58-4726-9640-337f57f96141,MWST,18,USD,true,50123.65,9022.26
2bcb2b0a-973c-446b-b0da-f8c754e2f2c1,9020ef91-2555-42cd-b1ed-2b96dd0d49d2,PR00,1400.75,USD,false,90.19,126333.64
e9332824-c2d1-48f6-839e-dac1fabc9480,9020ef91-2555-42cd-b1ed-2b96dd0d49d2,K004,9.92,USD,true,126333.64,-12532.3
a99e8e00-b7e5-49d9-9fca-2014dcfeda45,9020ef91-2555-42cd-b1ed-2b96dd0d49d2,MWST,18,USD,true,126333.64,22740.06
7b9b5a68-54a2-47e8-b740-1817626a3f71,fc9a6961-8a31-4a34-9d71-5a738532da71,PR00,2070.88,USD,false,6.36,13170.8
6447c4db-0ab0-4e0c-a489-730e43efe70d,fc9a6961-8a31-4a34-9d71-5a738532da71,K004,6.98,USD,true,13170.8,-919.32
d861a786-e984-4c80-b420-ced092bec7fc,fc9a6961-8a31-4a34-9d71-5a738532da71,MWST,18,USD,true,13170.8,2370.74
f7afbf41-a899-4558-b701-e429285d50b4,d10214b5-d576-454b-aa3d-ab25beb27cd3,PR00,399.27,USD,false,89.47,35722.69
d7c074d1-d3f0-440e-8f6b-d6941878872f,d10214b5-d576-454b-aa3d-ab25beb27cd3,K004,10.93,USD,true,35722.69,-3904.49
fd5bdc4f-d606-4a85-8d1a-805dc801761e,d10214b5-d576-454b-aa3d-ab25beb27cd3,MWST,18,USD,true,35722.69,6430.08
c795c645-649e-40e6-bba0-ec2358590059,a96fab78-9ab8-4674-a687-58a478574fc1,PR00,423.71,USD,false,38.16,16168.77
a69dcb63-5cd6-4bb7-b32b-8dcf0c60f93a,a96fab78-9ab8-4674-a687-58a478574fc1,K004,10.85,USD,true,16168.77,-1754.31
f27b87fd-0a80-43e1-9274-a8f2379cbb28,a96fab78-9ab8-4674-a687-58a478574fc1,MWST,18,USD,true,16168.77,2910.38
81e20431-e87a-45b9-9a24-4cff4f2c9939,9fce0577-95a9-4f4a-81a0-fa505c6965ac,PR00,1348.54,USD,false,84.11,113425.7
cd0fa576-986c-40e5-b273-8134109c8be4,9fce0577-95a9-4f4a-81a0-fa505c6965ac,K004,1.35,USD,true,113425.7,-1531.25
