id,deliveryId,salesOrderItemId,itemNumber,materialId,deliveredQuantity,unitOfMeasure,batchNumber
2dd04f91-a85a-4b02-b78f-209f6827145f,d67f4a8e-981f-4b9b-bb3f-648797d5f4bd,4aca6792-8af8-4cb1-a39b-983f2f3f757f,10,ce201345-9fac-4c1b-bf5d-7469a536e0d8,81.19,EA,BATCH-48269
258d84b2-2940-458c-a9e4-8496262a6383,d67f4a8e-981f-4b9b-bb3f-648797d5f4bd,0194fb54-4455-46b1-97ff-eb2d070d3894,20,79249b25-fc57-4b33-bce7-0d2f28d5448b,27.4,M,BATCH-64478
0e9cf8e5-ba46-4fd4-a37b-bf2b24dac07c,d67f4a8e-981f-4b9b-bb3f-648797d5f4bd,49e0fce0-14b0-4d22-8b44-b8b95a376e67,30,7faeb0cc-fdeb-4706-8a39-0374b234ed23,6.63,M,BATCH-18333
b64c802c-1289-46f1-8d17-c7827c8b9f1b,dbfc85a0-dd45-4b6c-aefd-9409c947cb23,96d0a6fc-898b-4938-bbbc-b239fd8565e4,10,71b984e7-ae44-447f-8197-720036bc84d1,98.31,KG,BATCH-65102
4d6e7230-74ef-4cc1-9ba2-c0bc7122761b,87ef3b52-695c-4ffd-8b2d-b45e378d9338,549e1d1a-01f9-4260-beba-55736c47d1a9,10,d794c123-a890-43b9-a7f8-d596c2a8ed5a,53.99,EA,BATCH-42819
113d347e-9830-428e-8b85-fef683d362b6,87ef3b52-695c-4ffd-8b2d-b45e378d9338,c53f77b7-c2ab-4c7e-a01b-bbd0187ec314,20,2f6695f6-c0f8-4361-813f-96dcab7d7341,22.46,EA,BATCH-81862
cc55ef5f-531b-4e5d-bd19-05d774859eea,d0a1a50a-9ed8-4ef9-847f-c27565251457,8f47b0af-8e4f-48f3-becb-e3480f8295fb,10,4c330d88-57ac-4568-81e2-e1299fdec989,72.33,EA,BATCH-81671
d324a027-6705-48df-a617-2b677a4033cb,d0a1a50a-9ed8-4ef9-847f-c27565251457,3bb7c375-46df-423b-a648-6f9b1cd1d210,20,7b659ef4-3894-44e2-a994-b9eb07053586,19.88,EA,BATCH-17116
d12914d9-03e2-4d90-9863-58c95d056023,d0a1a50a-9ed8-4ef9-847f-c27565251457,0083f484-e9f2-402f-a44a-c256226efaa8,30,0ba6b064-c020-4397-9342-d2599bc6fdb4,92.19,EA,BATCH-69109
fc616c0e-be62-4086-82a6-7ed57e29d007,6cf8da5c-bc4a-4d29-8bef-8cf5bcfb638e,0c76b34b-5132-4042-af00-367117eb23a1,10,e22b94e2-f5cb-4027-be0b-6b195dc0d177,60.03,M,BATCH-45443
19fc3e23-bedb-4c6d-84de-b18157d96c0b,6cf8da5c-bc4a-4d29-8bef-8cf5bcfb638e,4b4fb83a-5bab-43db-9d2d-c1bf37d1688d,20,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,99.26,M,BATCH-25711
8434543d-fecd-4390-aba3-7a3af431e83c,6cf8da5c-bc4a-4d29-8bef-8cf5bcfb638e,3f4818f7-66c2-47e3-a48b-8619d3127fb5,30,3e9d4440-3f78-4da8-a691-54bce30640ab,31.83,EA,BATCH-56163
72a2c597-b064-4bf8-b470-830d21228dc7,6cf8da5c-bc4a-4d29-8bef-8cf5bcfb638e,aceba282-30f8-4420-9a82-24baedf2ca07,40,ef19e1a6-fbf1-4f06-b051-90eaf1e64f9b,83.33,M,BATCH-87006
2f952f4d-8fe0-4d67-8c23-6fed50a4b1f0,5a62b9a3-8036-4e18-8750-f5cfb02ede5b,ec8601c9-2d58-4726-9640-337f57f96141,10,bb74d430-0a87-4db9-a738-a026bc016e51,49.52,M,BATCH-32732
f14713e8-6540-4fb4-a92a-4031a703ab53,5a62b9a3-8036-4e18-8750-f5cfb02ede5b,9020ef91-2555-42cd-b1ed-2b96dd0d49d2,20,7b659ef4-3894-44e2-a994-b9eb07053586,90.19,EA,BATCH-34763
2b4a2b5d-b22d-482e-abec-e697a9df1276,470caa69-7d5d-48f8-9601-9eb93d4774a5,fc9a6961-8a31-4a34-9d71-5a738532da71,10,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,6.36,M,BATCH-48966
17d3d695-61db-4f84-b5f2-8c98d3ef521b,7582dafc-bdcc-4eaf-b4a3-f797052a1acb,d10214b5-d576-454b-aa3d-ab25beb27cd3,10,f1c87962-e295-47c4-8bf1-baa340a21fc8,89.47,KG,BATCH-96138
c8381be5-8e35-4b39-b681-835a6cf86a1b,7582dafc-bdcc-4eaf-b4a3-f797052a1acb,a96fab78-9ab8-4674-a687-58a478574fc1,20,72399bd0-959e-41dd-a677-1ec17f3af41d,38.16,EA,BATCH-34800
d77e62fd-2a4c-49af-89f9-926f7517cc40,9332b3b3-e212-4fef-b9ce-b1a33a3c4da6,9fce0577-95a9-4f4a-81a0-fa505c6965ac,10,9f2ef52a-e72e-4b39-bb4e-c3775a065999,84.11,M,BATCH-62007
b0012a08-fd28-424d-833f-4bdb67c931bd,9332b3b3-e212-4fef-b9ce-b1a33a3c4da6,e674ca60-b1f9-4185-9b2e-d9315ac72c14,20,f9fd9f2b-bd7c-403d-9288-601ec002fdeb,53.04,EA,BATCH-33524
afe4d29c-1095-40e9-81ea-bc4cc3d918a5,9332b3b3-e212-4fef-b9ce-b1a33a3c4da6,db471276-c630-4571-919c-682d94cfc680,30,0538f843-0ea1-4ce6-b379-b4c611fdce1d,70.24,EA,BATCH-47195
866fec61-c95d-4f1a-b3da-a4683390ab93,9332b3b3-e212-4fef-b9ce-b1a33a3c4da6,7f7190ef-08f2-4260-8b55-895592d60351,40,3f8486a5-5a05-4011-a27a-59d0d1e19578,90.65,M,BATCH-65565
1a0823e1-4560-4d95-8c37-c1e736badb85,23771cf6-542c-47f0-9e70-6526be9f9615,90d289b8-7e41-4417-a951-bc7dfc09fa63,10,b2e3333f-7123-4a91-8a57-9180e07b840b,79.97,EA,BATCH-14136
e068d21d-02e5-4da6-99eb-645e1ef9896c,fe824620-f08f-4801-a787-5e929131dec3,6a6f0bcc-b0de-442c-9a98-a4b7639e4742,10,a3234007-fa86-40b4-b17e-94255b516418,23.53,L,BATCH-51298
f8518276-44e1-401d-88c8-720e3b4ee357,9791240b-accd-4a57-9ba6-966015092230,ac69b1a8-8d95-48d0-abb9-c04ed2e4bd5f,10,8212680e-288f-4a8e-8c15-7a6d69b07ed9,50.57,M,BATCH-96936
78733e34-fee8-4b20-9a00-fa8add0cce9a,f8903a86-2690-4d9e-ad6e-68b38457d4b7,ce9f860c-326c-4b64-a9e9-3fe3bee2cac3,10,4c6feac5-6f20-46ec-9728-341ee162a94f,31.67,KG,BATCH-92632
37ae7119-12c2-42ce-bdf0-52c70f4522ea,f8903a86-2690-4d9e-ad6e-68b38457d4b7,ece0db63-846d-4600-af35-5575053c7049,20,7d177d6b-d62f-41a7-8654-b52558463c23,3.24,EA,BATCH-58245
a3330ef1-2637-4a0a-9794-d3266d4ced15,f8903a86-2690-4d9e-ad6e-68b38457d4b7,a1ca2f4b-c38d-4562-9449-c3eb62d7e9f6,30,903b109a-a48e-4805-bf97-eeb56a6e5694,88.27,EA,BATCH-77380
e381749b-5fc1-4bfc-94b8-18a2c4907dfd,f8903a86-2690-4d9e-ad6e-68b38457d4b7,c6df1eee-4864-40de-958f-079813dd0cde,40,73f0312d-45f6-44db-a73e-8883074a27d4,70.61,EA,BATCH-72861
0fc71266-3fe3-4adf-b03a-db39ccbf03bb,cd32783a-de81-42f9-b5e0-2f9d16cfa5bd,bba7589b-0453-4324-b5de-baec71aab238,10,2a647296-1fa3-49bc-8c17-c1238d4ff225,63.67,EA,BATCH-15691
cfffd5db-c599-48e2-8902-5ba7f37330e6,88ed755b-3fcf-492f-81e0-77fb68999450,31d27c21-2314-486a-a397-a5684a976f2a,10,936705d2-ba01-4342-a24b-f40c6fda6b56,79.51,KG,BATCH-29839
93bfbb35-dae7-4963-911e-3eade169883a,ae6d10b8-8c05-4d82-a4b3-62ab651ea0b9,a09ac9a5-ddb6-4578-8b77-7d59e2907069,10,35049187-8063-4ff0-ab1c-107c698144c8,79.27,L,BATCH-95253
abffb470-5f2d-4e31-a963-305fd832d091,f77d1799-f55d-4b40-8f42-e0cc071eea7c,f895568c-bc0c-4c10-b3f4-c210147e2aff,10,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,27.06,EA,BATCH-68938
7f90f50b-0c22-4ea8-90e7-6ccec143345b,f77d1799-f55d-4b40-8f42-e0cc071eea7c,59f8f49c-384b-4e6c-b297-bbc40e30c195,20,7faeb0cc-fdeb-4706-8a39-0374b234ed23,13.69,M,BATCH-93746
d43622f4-b2a9-4b58-ad74-bc7172f97789,f77d1799-f55d-4b40-8f42-e0cc071eea7c,173eab16-f0db-4b72-89af-4f3334910481,30,7c55de4a-fe7e-4d64-a46d-f3b92accfc8d,50.18,KG,BATCH-42028
20f96192-2afe-43b3-8db3-04578c370e76,ad60c3c0-2b71-4d96-8b33-fb4d6be2de97,302da7a9-2892-4a1a-8ec1-e5687ec43b29,10,f04ef0fa-f904-4af1-b2d1-4191ff13f344,14.66,L,BATCH-66379
0d906db1-300a-4dda-818b-4c9d964ea34e,ad60c3c0-2b71-4d96-8b33-fb4d6be2de97,f3346ee2-26df-4970-82a2-5903dc5f8846,20,0565e145-c8eb-4e32-97b7-282a8988df64,52.97,EA,BATCH-77910
1df29ab1-291d-4193-8bd6-9b06e7f8bd05,1b802c7f-54c4-4fc3-9cab-25f4739b810c,40b29e62-bb31-4fe4-861d-65cf7f7bf742,10,8dfa4aa2-ee86-463a-9b40-e51f3627afba,44.01,EA,BATCH-44932
1da6403b-9fa6-45c0-9058-349736de02b8,97e4002f-f750-472b-95c7-f1e66a557beb,a5177546-0db8-4c85-a086-7ba50634ca3a,10,72399bd0-959e-41dd-a677-1ec17f3af41d,97.2,EA,BATCH-92826
b18cb621-fc71-438c-baa0-a3fcee1c9489,4f0f75fe-63e5-4b9c-ac25-f0d89d0dc899,5b70e4bc-103c-4441-936d-03428f3a11dc,10,1ccd8c25-39b2-4716-b553-ba942c6a1649,70.41,M,BATCH-87792
8da99d09-0c33-4569-93a8-07a1156d0645,4f0f75fe-63e5-4b9c-ac25-f0d89d0dc899,700bad9d-d289-4804-9db0-041f704e381a,20,05663a58-f417-4410-9919-81dc296bc9de,15.8,KG,BATCH-29323
6c4fcd61-24a0-490d-b0bf-db5e6d829d7f,4f0f75fe-63e5-4b9c-ac25-f0d89d0dc899,00dabad8-9cc9-4319-a897-31a1138d5ff5,30,0565e145-c8eb-4e32-97b7-282a8988df64,57.18,EA,BATCH-84277
66996192-c94d-404d-8c3d-9f0b75facb57,4d312e3b-c6d8-43b2-83c9-d83be39ba0c3,e93f239e-004a-4ac3-bac6-aada16cd3bdb,10,910c1a7c-6800-496d-b845-b0073c6d2512,90.97,L,BATCH-92431
03698f38-d905-42c9-aeec-1ab4f9cd1b8f,4d312e3b-c6d8-43b2-83c9-d83be39ba0c3,e9830bf0-7039-4221-aefe-0e2e15fa609a,20,d794c123-a890-43b9-a7f8-d596c2a8ed5a,54.1,EA,BATCH-40988
ede8cf6d-e9c0-4dc5-bbcb-d31bdd4d89e7,4d312e3b-c6d8-43b2-83c9-d83be39ba0c3,b826b486-a10d-49e4-90b3-1a77cacadf69,30,a802c0b1-d9cc-4fc5-8ed7-fbdaadaf0368,62.33,EA,BATCH-77802
31cb851f-df2d-4001-93d4-4384ebc18d66,495715a8-b928-4945-b719-0741b2c2e9dc,0b92af72-1a80-45c0-963b-abeac52c795d,10,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,67.93,EA,BATCH-74560
f809dd6b-9d86-4bca-86f8-a1346ef82286,6a410a7d-c750-4a0c-ad44-b0087b3de6fa,54030897-bd0a-408c-82e2-5c80bf18fc03,10,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,44.14,L,BATCH-23030
d0a1eedc-fbd2-499a-a4c0-bc3f00016828,0ff17b1d-7555-4b2e-86b8-20ae84b58adb,c712e726-6641-41fc-9723-a4d34fbee840,10,606bdfe1-a2d7-444a-adf8-b26de30af02e,32.02,EA,BATCH-15404
16a7be47-3355-4ffb-8496-49c311bdd6fb,0ff17b1d-7555-4b2e-86b8-20ae84b58adb,53e6fa86-c314-4c2a-b459-57643ed4225b,20,8f30334e-c4ed-4729-8217-39f3a5ecd019,39.87,EA,BATCH-92166
b5fb6de9-7a38-462e-a4c9-c0e53f21f7a6,45da65a7-cf5d-4c86-999d-062b1550d6a9,f61ad5bb-9ad4-416d-b471-8c613f6b8ec6,10,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,6.22,M,BATCH-16728
d5a11d2a-f7c6-4223-81bf-580d39578244,45da65a7-cf5d-4c86-999d-062b1550d6a9,9bc01238-ac67-4a77-b7de-52d66a7d9bb9,20,c3277893-1114-40fa-8be6-9f9823eb5647,20.6,EA,BATCH-17361
ac63aaac-ec87-4a7f-a6b5-52ba181bd66e,d0c0dfef-ef3a-4f8c-88e0-5237565cd8f8,09fbd388-1276-48d5-87f5-3a38f922742d,10,ce201345-9fac-4c1b-bf5d-7469a536e0d8,9.49,EA,BATCH-29040
788dbc5c-0509-493d-afdf-90f4702ee624,d0c0dfef-ef3a-4f8c-88e0-5237565cd8f8,e404fbab-f0ff-4868-9ff8-2351911125f9,20,1856654a-a340-4b51-b787-39d4a6aac92e,33.14,EA,BATCH-29611
19f83d61-785f-4374-a73c-a4fef7f816b6,06009a51-25b7-496f-a2ef-959a69c2c371,4ff6c6ce-e56b-40f5-8206-a9ca4c8ec881,10,3e9d4440-3f78-4da8-a691-54bce30640ab,37.85,EA,BATCH-87078
ef2866c3-63cc-40ba-a8c3-ef13843172e0,06009a51-25b7-496f-a2ef-959a69c2c371,04b856cb-bd78-4e07-978c-977590f1d8e9,20,4cbb1d69-dd4a-45ea-98f9-88012dac76c5,56.61,L,BATCH-58722
aa6301ff-d1b6-44a1-b0a1-18d7e5486667,06009a51-25b7-496f-a2ef-959a69c2c371,050aa0ca-958d-4e87-9278-bcb9df1c8eab,30,373e4e9a-babc-46d4-9a09-464ba730c171,7.2,KG,BATCH-25747
7568549a-1f13-4a4e-905e-9001305ca6fa,06009a51-25b7-496f-a2ef-959a69c2c371,2d771602-9197-4358-9f6c-3e8535cfed23,40,23ad7741-05f2-4277-a4d5-ba0d88bd3389,64.97,L,BATCH-60603
abdd9451-a5c1-494f-870f-e5d64bb08efc,d4721184-35f0-4318-9045-0f1f6246f4f5,7e83d2ad-0f86-4e23-adaa-bcf87a15881b,10,2c05ae69-6cfe-4a2e-8f9f-19a5071d2e04,35.3,EA,BATCH-60146
7906770a-27de-4821-8042-9413f7e59188,d4721184-35f0-4318-9045-0f1f6246f4f5,509c3522-1469-4cdc-ac3e-529a54e8f5d0,20,71f83dec-30ab-4261-95c1-9f924d4db3d6,38.59,EA,BATCH-14853
aa9fc4b9-deb9-46d0-86a3-561ad23dd7c1,d4721184-35f0-4318-9045-0f1f6246f4f5,952cc4d1-d1ba-4b6a-a274-b52324862258,30,ec447f33-911d-4b35-8e2a-bc14096d88b8,85.69,EA,BATCH-61751
a6bf48ee-2a71-4d37-ac20-3430a93b3b9f,a55ed814-f301-4722-a7d9-85f7ec8dd020,4fbf87dd-f965-49c9-b75d-d700caa6318b,10,e8d510ea-fe69-4369-b50c-de4c7f906648,25.9,EA,BATCH-29971
00f49b29-c00c-4b61-b8e3-c0c816c5b9d7,a55ed814-f301-4722-a7d9-85f7ec8dd020,10c2856b-4844-4cdf-80c4-94c333d29a09,20,4c330d88-57ac-4568-81e2-e1299fdec989,39.85,EA,BATCH-53267
5b87521d-b890-4ae7-8f01-9bdb86af71e2,53f77482-7750-4f50-9639-2d7b2b22fac5,55c60f6c-de2e-4326-b29a-466ba13a98e1,10,9d03b734-5ff9-4578-98d6-66622cee846e,15.4,EA,BATCH-20060
624228e3-40bc-4200-8b75-3245d8507b85,53f77482-7750-4f50-9639-2d7b2b22fac5,d283b396-4ea0-4dea-9878-dae00b46d21f,20,9f2ef52a-e72e-4b39-bb4e-c3775a065999,58.17,M,BATCH-54235
3e881fa3-cf81-400e-8f0a-b0e5ee230e56,53f77482-7750-4f50-9639-2d7b2b22fac5,b3e3488d-4a8b-4410-a649-ab894dd81a40,30,7faeb0cc-fdeb-4706-8a39-0374b234ed23,70.88,M,BATCH-21224
15f1f832-b5b1-47e0-bd7f-aae332df35a7,53f77482-7750-4f50-9639-2d7b2b22fac5,6cc9c8c7-03bf-4121-bc9e-f227e8f8e602,40,942d50b8-1d33-42b9-af10-03ede4f4e736,88.7,L,BATCH-73086
30233e6e-3bd8-4e53-9295-3717855bc391,043c5195-3ff3-4f22-b5f2-c7fb73b2793a,93213141-3a2d-467e-9ba5-e27000a67950,10,be1d466d-3f31-440e-b94d-6a8e92106328,65.36,EA,BATCH-66528
9282ef6a-5b65-4fe4-8072-7e92be5440e0,f6ae39e7-cebd-4498-91a8-5c02e4852648,63366f19-803a-4dcb-a4af-b58f9c00a81e,10,923a40e7-4179-46a2-9e13-d3c5526167ac,43.84,EA,BATCH-26643
0fef7210-b12c-44b2-906b-c8a7796ac43b,f6ae39e7-cebd-4498-91a8-5c02e4852648,b2f8add8-03b0-4ed8-80a4-d4f9932c4c44,20,c3277893-1114-40fa-8be6-9f9823eb5647,59.95,EA,BATCH-34910
c289de4d-bd83-4a70-9946-7f7c7ef57e71,f6ae39e7-cebd-4498-91a8-5c02e4852648,cff2b629-74e0-4329-a050-13bdd7d8d0ab,30,1ccd8c25-39b2-4716-b553-ba942c6a1649,94.35,M,BATCH-70258
1e86f642-1bc8-4737-993e-40cb2e600e72,f6ae39e7-cebd-4498-91a8-5c02e4852648,efbb1416-5337-4d92-ba15-08d7b72bd2f1,40,3e9d4440-3f78-4da8-a691-54bce30640ab,32.9,EA,BATCH-38751
04429edb-c0b4-470c-8bd0-db149d936e99,357ff492-4976-46c0-b48d-f0d3488a47a7,9e0ac8f6-a920-46b4-b71f-47529c7b3ff9,10,7c2b9c81-5019-4515-be37-fab9c68881f0,78.6,M,BATCH-33529
0c897685-93c0-4a30-9d26-4091cf87a227,357ff492-4976-46c0-b48d-f0d3488a47a7,2446d4b1-9d9d-4873-8e15-7d06bb2fde54,20,936705d2-ba01-4342-a24b-f40c6fda6b56,6.1,KG,BATCH-47445
d433045f-0f82-49aa-89a7-0b95d1132da6,357ff492-4976-46c0-b48d-f0d3488a47a7,c674e119-3170-4b52-a43f-ac1b00320efc,30,b19f6295-6748-4092-97e7-2b8267f9b702,86,M,BATCH-85562
537974ff-b556-4a76-937a-3db6d0c35a5a,357ff492-4976-46c0-b48d-f0d3488a47a7,32f064f6-14e3-4d35-8842-47a8951bd15c,40,3e9d4440-3f78-4da8-a691-54bce30640ab,65.3,EA,BATCH-96441
7908cfc8-890d-4ef0-93b2-0d024649ad00,c3bd4660-0fdf-49f5-8df3-3d1857bf7484,059b827a-881b-4504-925f-49a537e10cd5,10,c20787e9-9ce2-4abc-b51d-fd8918b5072c,89.93,L,BATCH-13532
0b7af83c-3636-4ff7-b1f9-7187c5ac2950,c3bd4660-0fdf-49f5-8df3-3d1857bf7484,eb916785-34a8-44d5-a048-53a2381d9325,20,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,23.7,EA,BATCH-15330
2b55a364-fc9e-41c5-9220-45848c4621e1,c3bd4660-0fdf-49f5-8df3-3d1857bf7484,5cfa725b-d236-4e20-8296-663862476b93,30,8dfa4aa2-ee86-463a-9b40-e51f3627afba,47.1,EA,BATCH-83382
2e1a4829-32d6-40f3-b3b7-192fc4f06455,17066e63-1b63-4124-b659-bef033bb3e09,704721ff-9ad5-418e-864e-eaecdf667822,10,eb441e4c-7209-4ad8-949b-7dd500718446,12.04,EA,BATCH-71393
db0ecd12-e370-4d74-8bd7-f7176a474c0f,17066e63-1b63-4124-b659-bef033bb3e09,aed87255-0fdb-4ba9-b917-8bbc7647042f,20,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,92.19,M,BATCH-41646
d264995c-4a30-4303-9084-bee9361e15e8,17066e63-1b63-4124-b659-bef033bb3e09,98d34817-44bc-4728-a63e-3b6e05efeb7d,30,ce201345-9fac-4c1b-bf5d-7469a536e0d8,23.48,EA,BATCH-11574
66e53f4b-8cd3-4e2c-97b4-2833c927c4a7,17066e63-1b63-4124-b659-bef033bb3e09,4e4e1b73-dca6-43d3-af7d-c7970b100493,40,be1d466d-3f31-440e-b94d-6a8e92106328,70.8,EA,BATCH-84022
750b1d30-52be-461a-9e6c-92417b1b5849,61dae732-29fa-4e9f-a255-e16c1a6de27e,ec234150-a6e1-44e5-9239-0a8c98967658,10,b19f6295-6748-4092-97e7-2b8267f9b702,51.31,M,BATCH-83992
dece36af-2f5a-4c66-bf24-dcd654ff0e13,61dae732-29fa-4e9f-a255-e16c1a6de27e,71c65a8f-b6c9-4ff5-915a-77f17c4dedf2,20,936705d2-ba01-4342-a24b-f40c6fda6b56,12.44,KG,BATCH-95336
