id,salesOrderId,itemNumber,materialId,description,quantity,unitOfMeasure,unitPrice,netAmount,taxAmount,currency,status
2c53bf20-da52-4fc3-937a-e481e4df9984,89fbe077-de0c-4092-9ccf-983bc69d5ec3,10,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,Acetone Technical Grade,85.59,L,1010.97,86528.92,15575.21,USD,DELIVERED
595f6b8e-1f9b-4416-a977-d284d3506183,89fbe077-de0c-4092-9ccf-983bc69d5ec3,20,398ff173-86e4-4b2f-a929-3221e8d239c6,Wireless Router,84.62,EA,1778.47,150494.13,27088.94,USD,DELIVERED
48f37fb0-8beb-4940-9820-e14ca4513715,89fbe077-de0c-4092-9ccf-983bc69d5ec3,30,0129d1e5-34be-432f-8d26-2a86547037eb,Wheat Flour 50kg,26.34,KG,1491.9,39296.65,7073.4,USD,DELIVERED
f1786d3b-6d30-4c10-98c1-a943c18dbf18,89fbe077-de0c-4092-9ccf-983bc69d5ec3,40,7bfcf829-7d62-4fc6-9c9c-fd9998125eae,Fuel Pump Electric,97.11,EA,1386.74,134666.32,24239.94,USD,DELIVERED
3675cc68-3300-4712-8d23-95442f25d443,d6265e3b-14d7-4b36-afe3-194231ffc73f,10,7d177d6b-d62f-41a7-8654-b52558463c23,Surgical Gloves M,72.9,EA,804.38,58639.3,10555.07,USD,DELIVERED
a43a63b3-b4c7-4ddb-a731-73e487d6b771,d6265e3b-14d7-4b36-afe3-194231ffc73f,20,8f30334e-c4ed-4729-8217-39f3a5ecd019,Brake Pad Set Front,34.92,EA,1952.96,68197.36,12275.52,USD,DELIVERED
89dbe523-9659-4cbf-8187-41fc7a066f63,d6265e3b-14d7-4b36-afe3-194231ffc73f,30,ce201345-9fac-4c1b-bf5d-7469a536e0d8,Vitamin C Granules,34.67,EA,2135.36,74032.93,13325.93,USD,DELIVERED
ffbb69f4-37a6-4c4d-b680-e06ed33422a7,d6265e3b-14d7-4b36-afe3-194231ffc73f,40,6e455c06-71d3-4168-8af8-291022f89509,Rice Basmati 50kg,57.59,KG,1930.03,111150.43,20007.08,USD,DELIVERED
21eddd8c-e05c-4b56-96ed-35c363f27b8b,515da30d-ec73-44f8-be2a-4a9384d9bbf5,10,903b109a-a48e-4805-bf97-eeb56a6e5694,Pneumatic Cylinder,3.13,EA,363.86,1138.88,205,USD,OPEN
f7583b97-15f1-4691-a537-296988393b5c,515da30d-ec73-44f8-be2a-4a9384d9bbf5,20,048b08eb-6a25-4330-aee8-1d400d65d555,Wiper Blade Set,74.48,EA,1523.92,113501.56,20430.28,USD,OPEN
b2fecbf8-24a2-48a2-aec3-b26b0810f49d,515da30d-ec73-44f8-be2a-4a9384d9bbf5,30,8dfa4aa2-ee86-463a-9b40-e51f3627afba,Edge Protector 1m,72.19,EA,1045.65,75485.47,13587.38,USD,OPEN
4aca6792-8af8-4cb1-a39b-983f2f3f757f,1cea01f0-b4f5-4c09-bdf6-591ab1b9e163,10,ce201345-9fac-4c1b-bf5d-7469a536e0d8,Vitamin C Granules,81.19,EA,2092.24,169868.97,30576.41,USD,DELIVERED
0194fb54-4455-46b1-97ff-eb2d070d3894,1cea01f0-b4f5-4c09-bdf6-591ab1b9e163,20,79249b25-fc57-4b33-bce7-0d2f28d5448b,Polyester Thread Spool,27.4,M,1471.45,40317.73,7257.19,USD,DELIVERED
49e0fce0-14b0-4d22-8b44-b8b95a376e67,1cea01f0-b4f5-4c09-bdf6-591ab1b9e163,30,7faeb0cc-fdeb-4706-8a39-0374b234ed23,Denim Sheet Heavy,6.63,M,1315.96,8724.81,1570.47,USD,DELIVERED
96d0a6fc-898b-4938-bbbc-b239fd8565e4,a3ec2c6e-1df8-4779-844e-842614bfaee8,10,71b984e7-ae44-447f-8197-720036bc84d1,Olive Oil Drum 20L,98.31,KG,664.64,65340.76,11761.34,USD,DELIVERED
549e1d1a-01f9-4260-beba-55736c47d1a9,292bba97-99e0-49ca-b917-9b53af864c91,10,d794c123-a890-43b9-a7f8-d596c2a8ed5a,Blister Pack Foil,53.99,EA,1447.5,78150.53,14067.1,USD,DELIVERED
c53f77b7-c2ab-4c7e-a01b-bbd0187ec314,292bba97-99e0-49ca-b917-9b53af864c91,20,2f6695f6-c0f8-4361-813f-96dcab7d7341,UPS Battery Pack,22.46,EA,419.27,9416.8,1695.02,USD,PARTIALLY_DELIVERED
8f47b0af-8e4f-48f3-becb-e3480f8295fb,c6c7a9ce-91ab-40b1-abe5-ba3966e49900,10,4c330d88-57ac-4568-81e2-e1299fdec989,Projector HD 4000,72.33,EA,28.93,2092.51,376.65,USD,DELIVERED
3bb7c375-46df-423b-a648-6f9b1cd1d210,c6c7a9ce-91ab-40b1-abe5-ba3966e49900,20,7b659ef4-3894-44e2-a994-b9eb07053586,Packing Tape Heavy,19.88,EA,982.36,19529.32,3515.28,USD,DELIVERED
0083f484-e9f2-402f-a44a-c256226efaa8,c6c7a9ce-91ab-40b1-abe5-ba3966e49900,30,0ba6b064-c020-4397-9342-d2599bc6fdb4,Ergonomic Chair Pro,92.19,EA,1584.8,146102.71,26298.49,USD,DELIVERED
0c76b34b-5132-4042-af00-367117eb23a1,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,10,e22b94e2-f5cb-4027-be0b-6b195dc0d177,Lining Fabric 30m,60.03,M,89.28,5359.48,964.71,USD,PARTIALLY_DELIVERED
4b4fb83a-5bab-43db-9d2d-c1bf37d1688d,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,20,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,Rubber Sheet 5mm,99.26,M,1671.31,165894.23,29860.96,USD,DELIVERED
3f4818f7-66c2-47e3-a48b-8619d3127fb5,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,30,3e9d4440-3f78-4da8-a691-54bce30640ab,Spark Plug Iridium,31.83,EA,1575.47,50147.21,9026.5,USD,DELIVERED
aceba282-30f8-4420-9a82-24baedf2ca07,d2370f3b-2c93-42e7-ae9a-30efb8bc31a5,40,ef19e1a6-fbf1-4f06-b051-90eaf1e64f9b,Cotton Fabric Roll 50m,83.33,M,555.11,46257.32,8326.32,USD,PARTIALLY_DELIVERED
ec8601c9-2d58-4726-9640-337f57f96141,e6065696-6484-4d6b-8b06-767d3ca689eb,10,bb74d430-0a87-4db9-a738-a026bc016e51,Nylon Webbing 25mm,49.52,M,1012.19,50123.65,9022.26,USD,DELIVERED
9020ef91-2555-42cd-b1ed-2b96dd0d49d2,e6065696-6484-4d6b-8b06-767d3ca689eb,20,7b659ef4-3894-44e2-a994-b9eb07053586,Packing Tape Heavy,90.19,EA,1400.75,126333.64,22740.06,USD,DELIVERED
fc9a6961-8a31-4a34-9d71-5a738532da71,78a93fde-0ab3-4b34-b64c-5b08e277e02a,10,f07e954b-6f8e-4f89-95b0-7be4b7b5b6bc,Plywood Board 18mm,6.36,M,2070.88,13170.8,2370.74,USD,DELIVERED
d10214b5-d576-454b-aa3d-ab25beb27cd3,ce64080d-a8be-44d8-a45d-bb12fedec6d8,10,f1c87962-e295-47c4-8bf1-baa340a21fc8,Coffee Beans 10kg,89.47,KG,399.27,35722.69,6430.08,USD,DELIVERED
a96fab78-9ab8-4674-a687-58a478574fc1,ce64080d-a8be-44d8-a45d-bb12fedec6d8,20,72399bd0-959e-41dd-a677-1ec17f3af41d,SSD Storage Drive 1TB,38.16,EA,423.71,16168.77,2910.38,USD,DELIVERED
9fce0577-95a9-4f4a-81a0-fa505c6965ac,44ab8f6c-15cf-471c-94c7-cd2af336201c,10,9f2ef52a-e72e-4b39-bb4e-c3775a065999,Canvas Tarpaulin,84.11,M,1348.54,113425.7,20416.63,USD,PARTIALLY_DELIVERED
e674ca60-b1f9-4185-9b2e-d9315ac72c14,44ab8f6c-15cf-471c-94c7-cd2af336201c,20,f9fd9f2b-bd7c-403d-9288-601ec002fdeb,Oil Filter Standard,53.04,EA,265.67,14091.14,2536.41,USD,PARTIALLY_DELIVERED
db471276-c630-4571-919c-682d94cfc680,44ab8f6c-15cf-471c-94c7-cd2af336201c,30,0538f843-0ea1-4ce6-b379-b4c611fdce1d,A4 Paper Ream 500,70.24,EA,689.72,48445.93,8720.27,USD,DELIVERED
7f7190ef-08f2-4260-8b55-895592d60351,44ab8f6c-15cf-471c-94c7-cd2af336201c,40,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,90.65,M,402.92,36524.7,6574.45,USD,DELIVERED
90d289b8-7e41-4417-a951-bc7dfc09fa63,eb8ae7cd-dee0-494b-be7c-10f1ca189b05,10,b2e3333f-7123-4a91-8a57-9180e07b840b,Void Fill Paper,79.97,EA,857.6,68582.27,12344.81,USD,DELIVERED
d2f7025a-e452-410c-8fdb-44bd3a952698,41e0304a-33ca-42da-8ea0-3cdc91ea922d,10,eb441e4c-7209-4ad8-949b-7dd500718446,Label Printer Roll,31.13,EA,1317.67,41019.07,7383.43,USD,OPEN
6a6f0bcc-b0de-442c-9a98-a4b7639e4742,a6bebc53-cd23-472a-9daa-411aca1e4494,10,a3234007-fa86-40b4-b17e-94255b516418,Lubricant Oil Grade 5,23.53,L,1605.33,37773.41,6799.21,USD,DELIVERED
ac69b1a8-8d95-48d0-abb9-c04ed2e4bd5f,a8aa1b41-494a-4a42-ae74-9730a96ff540,10,8212680e-288f-4a8e-8c15-7a6d69b07ed9,Copper Wire Spool,50.57,M,1574.02,79598.19,14327.67,USD,DELIVERED
1aefd1b7-ba47-4691-9d1a-507df45e5ac7,6763374c-9c78-4989-9eed-b0d5ab65679d,10,e0f51398-c7c4-4529-9ff9-7a98fb58cc3e,Rubber Sheet 5mm,96.62,M,1823.38,176174.98,31711.5,USD,CANCELLED
8056ebcb-966d-4794-b958-d10f6d19259a,6763374c-9c78-4989-9eed-b0d5ab65679d,20,8212680e-288f-4a8e-8c15-7a6d69b07ed9,Copper Wire Spool,24.8,M,1630.3,40431.44,7277.66,USD,CANCELLED
6f536135-33c3-4679-888f-9272945c8bc8,e097db5b-7751-4f57-9eee-363e626a79f6,10,e8d510ea-fe69-4369-b50c-de4c7f906648,Poly Mailer Large,50.03,EA,2060.19,103071.31,18552.84,USD,CANCELLED
d6c953dd-d657-4339-9036-ea1674ae39b9,e097db5b-7751-4f57-9eee-363e626a79f6,20,793ca806-db35-4f91-acff-e5e8bd856dce,Alternator 12V,81.39,EA,654.91,53303.12,9594.56,USD,CANCELLED
ce9f860c-326c-4b64-a9e9-3fe3bee2cac3,9b258e96-e98b-4525-952c-5be8fab7de39,10,4c6feac5-6f20-46ec-9728-341ee162a94f,Sugar Refined 25kg,31.67,KG,92.19,2919.66,525.54,USD,DELIVERED
ece0db63-846d-4600-af35-5575053c7049,9b258e96-e98b-4525-952c-5be8fab7de39,20,7d177d6b-d62f-41a7-8654-b52558463c23,Surgical Gloves M,3.24,EA,788.52,2554.8,459.86,USD,DELIVERED
a1ca2f4b-c38d-4562-9449-c3eb62d7e9f6,9b258e96-e98b-4525-952c-5be8fab7de39,30,903b109a-a48e-4805-bf97-eeb56a6e5694,Pneumatic Cylinder,88.27,EA,492.87,43505.63,7831.01,USD,DELIVERED
c6df1eee-4864-40de-958f-079813dd0cde,9b258e96-e98b-4525-952c-5be8fab7de39,40,73f0312d-45f6-44db-a73e-8883074a27d4,Network Switch 24-Port,70.61,EA,1339.26,94565.15,17021.73,USD,DELIVERED
ff18242f-bf6a-446a-b1c3-e2c6ea934228,aa98bfe8-5671-40da-b122-de4cd3e10ec6,10,f04ef0fa-f904-4af1-b2d1-4191ff13f344,Paint Primer White,12.01,L,75.47,906.39,163.15,USD,OPEN
4b5cb9d0-1e71-4a5c-a857-d4fd6001a987,aa98bfe8-5671-40da-b122-de4cd3e10ec6,20,7c2b9c81-5019-4515-be37-fab9c68881f0,Elastic Band Roll,20.45,M,90.28,1846.23,332.32,USD,OPEN
e7564a45-b0c8-421b-b329-f996b4ae21fe,aa98bfe8-5671-40da-b122-de4cd3e10ec6,30,7c55de4a-fe7e-4d64-a46d-f3b92accfc8d,Cocoa Powder 5kg,90.31,KG,1746.5,157726.42,28390.76,USD,OPEN
1de8973f-f8b5-46df-a92e-1e6ebdffd5d0,aa98bfe8-5671-40da-b122-de4cd3e10ec6,40,3f8486a5-5a05-4011-a27a-59d0d1e19578,Stainless Steel Bolt Kit,41.99,M,361.62,15184.42,2733.2,USD,OPEN
bba7589b-0453-4324-b5de-baec71aab238,0260ea44-ed20-4226-85d7-5445e6683f6f,10,2a647296-1fa3-49bc-8c17-c1238d4ff225,Syringe 10ml Box,63.67,EA,711.52,45302.48,8154.45,USD,DELIVERED
31d27c21-2314-486a-a397-a5684a976f2a,032c5400-acc9-48df-92ac-0c3573f78cc5,10,936705d2-ba01-4342-a24b-f40c6fda6b56,Vanilla Extract 1L,79.51,KG,959.21,76266.79,13728.02,USD,PARTIALLY_DELIVERED
dd1275f4-b255-485e-aa95-dee18124645f,06d75d27-2148-4c5b-b852-a8e30ef4e83c,10,8dfa4aa2-ee86-463a-9b40-e51f3627afba,Edge Protector 1m,86.73,EA,1045.32,90660.6,16318.91,USD,CANCELLED
7761e749-9711-4621-9d76-d5d877b49022,cfc389a5-a5b3-4590-bd0a-bf0d2787d720,10,be1d466d-3f31-440e-b94d-6a8e92106328,Saline Solution IV,16.77,EA,1629.04,27319,4917.42,USD,OPEN
7341c144-829c-4a52-8e98-7b99c1bd3284,cfc389a5-a5b3-4590-bd0a-bf0d2787d720,20,73f0312d-45f6-44db-a73e-8883074a27d4,Network Switch 24-Port,28.9,EA,1401.26,40496.41,7289.35,USD,OPEN
a09ac9a5-ddb6-4578-8b77-7d59e2907069,cf34fbf3-bd46-4bdb-97c9-d870faeb6104,10,35049187-8063-4ff0-ab1c-107c698144c8,Industrial Solvent A,79.27,L,1196.92,94879.85,17078.37,USD,DELIVERED
f895568c-bc0c-4c10-b3f4-c210147e2aff,d6d87870-b0b2-4660-8dfd-f742fcc402cb,10,cf6a321a-ae89-4ee5-9ff3-2e826e06e09c,Server Rack Unit,27.06,EA,2097.95,56770.53,10218.7,USD,DELIVERED
59f8f49c-384b-4e6c-b297-bbc40e30c195,d6d87870-b0b2-4660-8dfd-f742fcc402cb,20,7faeb0cc-fdeb-4706-8a39-0374b234ed23,Denim Sheet Heavy,13.69,M,1247.14,17073.35,3073.2,USD,DELIVERED
173eab16-f0db-4b72-89af-4f3334910481,d6d87870-b0b2-4660-8dfd-f742fcc402cb,30,7c55de4a-fe7e-4d64-a46d-f3b92accfc8d,Cocoa Powder 5kg,50.18,KG,1851.78,92922.32,16726.02,USD,PARTIALLY_DELIVERED
302da7a9-2892-4a1a-8ec1-e5687ec43b29,efe7c48d-4cdb-4f45-9289-173083041d1f,10,f04ef0fa-f904-4af1-b2d1-4191ff13f344,Paint Primer White,14.66,L,59.54,872.86,157.11,USD,DELIVERED
f3346ee2-26df-4970-82a2-5903dc5f8846,efe7c48d-4cdb-4f45-9289-173083041d1f,20,0565e145-c8eb-4e32-97b7-282a8988df64,Whiteboard 120cm,52.97,EA,521.12,27603.73,4968.67,USD,DELIVERED
40b29e62-bb31-4fe4-861d-65cf7f7bf742,e1a2e805-9402-465a-b2b0-21fb1e6faed0,10,8dfa4aa2-ee86-463a-9b40-e51f3627afba,Edge Protector 1m,44.01,EA,1151.69,50685.88,9123.46,USD,DELIVERED
a5177546-0db8-4c85-a086-7ba50634ca3a,f760c9e8-c325-43a0-94b6-f03fe22e667b,10,72399bd0-959e-41dd-a677-1ec17f3af41d,SSD Storage Drive 1TB,97.2,EA,520.91,50632.45,9113.84,USD,DELIVERED
5b70e4bc-103c-4441-936d-03428f3a11dc,43260b32-f5cc-44bd-b3c6-147358cf2ba6,10,1ccd8c25-39b2-4716-b553-ba942c6a1649,Carbon Fiber Sheet,70.41,M,110.86,7805.65,1405.02,USD,DELIVERED
700bad9d-d289-4804-9db0-041f704e381a,43260b32-f5cc-44bd-b3c6-147358cf2ba6,20,05663a58-f417-4410-9919-81dc296bc9de,Yeast Active 500g,15.8,KG,815.01,12877.16,2317.89,USD,DELIVERED
00dabad8-9cc9-4319-a897-31a1138d5ff5,43260b32-f5cc-44bd-b3c6-147358cf2ba6,30,0565e145-c8eb-4e32-97b7-282a8988df64,Whiteboard 120cm,57.18,EA,592,33850.56,6093.1,USD,DELIVERED
e93f239e-004a-4ac3-bac6-aada16cd3bdb,465b017e-4c1a-48bd-87c2-d5b598780f45,10,910c1a7c-6800-496d-b845-b0073c6d2512,Adhesive Compound X,90.97,L,309.18,28126.1,5062.7,USD,PARTIALLY_DELIVERED
e9830bf0-7039-4221-aefe-0e2e15fa609a,465b017e-4c1a-48bd-87c2-d5b598780f45,20,d794c123-a890-43b9-a7f8-d596c2a8ed5a,Blister Pack Foil,54.1,EA,1392.95,75358.6,13564.55,USD,PARTIALLY_DELIVERED
b826b486-a10d-49e4-90b3-1a77cacadf69,465b017e-4c1a-48bd-87c2-d5b598780f45,30,a802c0b1-d9cc-4fc5-8ed7-fbdaadaf0368,Shock Absorber Pair,62.33,EA,1498.52,93402.75,16812.49,USD,PARTIALLY_DELIVERED
870ce4fc-070d-4110-9543-f274b7237b4e,6838eba2-070e-4384-adf3-c3cd1e15d3ec,10,2c05ae69-6cfe-4a2e-8f9f-19a5071d2e04,CNC Spindle Motor,2.57,EA,1537.8,3952.15,711.39,USD,OPEN
0b92af72-1a80-45c0-963b-abeac52c795d,729327a6-0334-4a6d-8cf4-b1aec792f5b1,10,1e2036f3-5254-4baf-b94c-3ccc7fb4774f,Ibuprofen Powder API,67.93,EA,1929.01,131037.65,23586.78,USD,DELIVERED
54030897-bd0a-408c-82e2-5c80bf18fc03,8b6b6794-2e0b-460b-a5f3-2e80faa590bc,10,4fdd4c9a-c47c-46d5-bd6c-e9855da59548,Acetone Technical Grade,44.14,L,815.64,36002.35,6480.42,USD,DELIVERED
549a98e2-85e9-43a0-8e6b-d74fdba85cf3,4dc1f043-818e-4ceb-bb6b-60c4b541894a,10,1ccd8c25-39b2-4716-b553-ba942c6a1649,Carbon Fiber Sheet,70.98,M,129.23,9172.75,1651.1,USD,CANCELLED
6320a977-7b55-417d-986c-84bf8a25a9e8,4dc1f043-818e-4ceb-bb6b-60c4b541894a,20,1669eed6-fd27-45e4-bbea-db85a5a0ad3c,Gear Box Assembly,17.96,EA,799.26,14354.71,2583.85,USD,CANCELLED
0009dde3-f0e4-48f5-ad45-a15ccea36516,4dc1f043-818e-4ceb-bb6b-60c4b541894a,30,1e49385d-51c3-40ef-9477-6672cdfd3a08,Desiccant Pack 10g,85.87,EA,239.68,20581.32,3704.64,USD,CANCELLED
f413d003-e6e3-41b1-94db-4433fad7fde0,38962ae1-1aa5-40f0-82d4-0eeb342c1978,10,35049187-8063-4ff0-ab1c-107c698144c8,Industrial Solvent A,86.02,L,1017.01,87483.2,15746.98,USD,OPEN
2a560ab7-3ed7-45ec-85c2-6f4e1787ebd6,38962ae1-1aa5-40f0-82d4-0eeb342c1978,20,986df3f9-4f5c-4d8c-92b5-b64cefad4d71,Bubble Wrap Roll 50m,13.4,EA,136.72,1832.05,329.77,USD,OPEN
bd87756f-7686-41ab-b92e-c5e1463d3adc,38962ae1-1aa5-40f0-82d4-0eeb342c1978,30,bb74d430-0a87-4db9-a738-a026bc016e51,Nylon Webbing 25mm,29.74,M,1217.95,36221.83,6519.93,USD,OPEN
c712e726-6641-41fc-9723-a4d34fbee840,7347137a-4147-4aa3-80f1-f004b7d568d0,10,606bdfe1-a2d7-444a-adf8-b26de30af02e,Capsule Shell Gelatin,32.02,EA,1301.85,41685.24,7503.34,USD,DELIVERED
53e6fa86-c314-4c2a-b459-57643ed4225b,7347137a-4147-4aa3-80f1-f004b7d568d0,20,8f30334e-c4ed-4729-8217-39f3a5ecd019,Brake Pad Set Front,39.87,EA,1573.28,62726.67,11290.8,USD,DELIVERED
