id,paymentNumber,invoiceId,customerId,paymentDate,amount,currency,paymentMethod,referenceNumber,status
c4b09e75-3f03-4732-9c59-0fa0eb6d146b,PAY-0014,e083227d-199a-4acb-b895-d8146973d0df,1ee7e4ce-4837-4eee-92cd-0440e3a59c0d,2024-06-30,44848.11,USD,CHECK,REF61810828,CLEARED
04a3134d-5bd3-44e2-bdee-1d35fe870f3d,PAY-0015,d25eccba-af54-496b-ae22-d13989acab50,80362182-5357-489f-a3d9-bb50369dc679,2025-02-22,37413.48,USD,CHECK,REF17693768,CLEARED
35b34f39-f384-4682-8d79-11953c4a4118,PAY-0016,80dd1666-8466-4040-aa3f-a6c9b1e00b1e,c6e2c133-b425-4ab1-918b-65f29e2cd965,2025-08-11,2331.13,USD,BANK_TRANSFER,REF97503239,CLEARED
ff99cf47-17ed-4963-a2ca-872823090fca,PAY-0017,5ac55e71-f5a8-4b09-afc6-dc7eb63f311a,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2025-05-23,62405.55,USD,BANK_TRANSFER,REF94510093,CLEARED
b32a7f8e-e434-4fef-99da-50448df5c706,PAY-0018,da07af4c-1a2c-4b9f-af63-e851947e1fef,8c602997-9b9f-4dcb-b137-a3cb262691ec,2025-05-22,53146.43,USD,BANK_TRANSFER,REF36481298,CLEARED
d7990827-ac33-4181-826b-f533f65edea0,PAY-0019,66cd18ef-26d8-49ac-9457-fd689ed5d5ce,c6e2c133-b425-4ab1-918b-65f29e2cd965,2024-08-07,69292.64,USD,BANK_TRANSFER,REF63545940,CLEARED
cdfa4790-51db-4962-b4db-879d7a8d2dcb,PAY-0020,70652177-343f-47d3-8115-626007d348f7,81bc3cee-7f5d-48dc-8181-6d603aa2266c,2024-07-15,6255.92,USD,CHECK,REF88260427,CLEARED
c43a9a43-edfa-4e6c-8416-e1878671b732,PAY-0021,042b187d-1fdf-4dc6-ae3e-15ba02a03db4,e09bfc4d-3954-4bdc-a105-924219deb967,2024-11-12,41423.56,USD,BANK_TRANSFER,REF90935478,CLEARED
ff7b9549-6734-4e1d-900e-2e917a1cf6fd,PAY-0022,ee226742-358a-4c92-b0ba-2bb1ffd6db04,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2025-02-08,4840.73,USD,CREDIT_CARD,REF54938760,CLEARED
ddf9df2c-e2f7-4e8d-8ad5-644fd23aebee,PAY-0023,829e21ae-271a-4893-b006-e451896a6105,37a7a6be-5b9e-4038-bb16-75500ce74640,2024-06-03,60501.5,USD,BANK_TRANSFER,REF78998260,CLEARED
453e7ba1-0164-47c3-ba56-df441f4a3d04,PAY-0024,387caad7-23dd-4d0c-a71d-e477270bf289,9bdd26ed-c368-43c7-89aa-dc3f798ea028,2025-02-14,92763.42,USD,CREDIT_CARD,REF84403913,CLEARED
e99ff026-3d74-4c61-8a02-3835e31b09e1,PAY-0025,25b43d3e-37e5-4288-8ca6-86e5aa043539,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2024-04-26,53299.56,USD,BANK_TRANSFER,REF20526281,CLEARED
cd99c34e-04a1-4d98-b0b9-d663290b7fd5,PAY-0026,50250d30-a8f6-4f7e-a8fc-9ad5f6982574,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2025-06-04,25875.77,USD,BANK_TRANSFER,REF49669489,CLEARED
3a1a6b68-c4f0-4def-b12c-4617bda4b748,PAY-0027,18bde2fc-7958-4d2c-98a5-5075a83c1e7c,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-02-24,71039.86,USD,BANK_TRANSFER,REF14634693,CLEARED
56b7129c-c57b-45ba-a898-bd40838bf6df,PAY-0028,481252a5-07ce-4cc7-92be-16ff4d949e5b,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2024-11-20,26632.53,USD,BANK_TRANSFER,REF75464668,CLEARED
26579842-5208-4ac3-a072-69b90972415e,PAY-0029,1352c3ea-e200-4e99-bf54-a83b2f63254f,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2025-02-21,83679.22,USD,BANK_TRANSFER,REF25682533,CLEARED
231e640b-fdd5-4799-8bbb-242474e3ee6f,PAY-0030,c0690609-d33e-491b-b2e8-b09636a6f059,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2024-06-03,76369.43,USD,CASH,REF11372028,CLEARED
02b66b68-43b3-49e9-960a-27a3d86d4253,PAY-0031,bf27271d-0643-407f-afd2-30064d820281,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-11-07,46500.57,USD,BANK_TRANSFER,REF86651309,CLEARED
c73c691a-5df5-4496-8e19-d91f67f52165,PAY-0032,67cb336b-b517-4c71-9528-785a9d919dbd,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2025-03-29,10944.93,USD,CHECK,REF17258032,PENDING
2088f32d-58a1-4484-aaec-dbfca4875266,PAY-0033,c85f7044-2847-45e3-958b-86132cd26b4d,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-05-28,66445.43,USD,BANK_TRANSFER,REF43655600,CLEARED
6e11a530-b7a1-447e-8afc-8d0e026bf9ec,PAY-0034,2a6aa526-8c69-4234-92b0-b139b6d946db,42580fca-0e8a-4b72-8342-b7c741190aa7,2024-05-25,24554.32,USD,BANK_TRANSFER,REF42280735,CLEARED
d69afcc1-cd1b-4647-a5bd-fef312818a3a,PAY-0035,6a0f84a5-b184-477f-90f1-d3e8d1d38abd,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,2025-04-24,45258.49,USD,CHECK,REF22391053,CLEARED
12cb3b89-738f-4a9d-80b5-4245f57dc629,PAY-0036,6b151395-0e61-4347-a918-090084c03c2b,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-05-15,21260.89,USD,CHECK,REF73537915,PENDING
bd80f9ed-8a85-4df7-904c-59b69c748937,PAY-0037,052ed768-3136-4b59-a7e4-aef604f2b343,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-09-16,17869.46,USD,CREDIT_CARD,REF82570136,CLEARED
52dfbf48-fb37-4c4e-a3e6-b9cd0e8a0812,PAY-0038,fe002ecf-3a3d-4bb5-9bd9-2b038391c582,02ee2de6-b631-42ad-9200-bd5f10022153,2024-12-27,18455.93,USD,BANK_TRANSFER,REF76552426,PENDING
ff57c77f-c89b-48b2-a6c1-08e3a2c41b9e,PAY-0039,c8de193c-4edf-490d-a8cf-ef5c5d8786ef,22fab182-e8d2-44e3-8bec-19570919be08,2025-06-18,71817.27,USD,BANK_TRANSFER,REF44154651,CLEARED
698cb64a-87a3-49eb-bf85-12e45928d036,PAY-0040,50d9478c-68c8-4b81-a923-3f58bbf88691,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2024-06-13,8585.8,USD,BANK_TRANSFER,REF56449121,CLEARED
348ec9f5-221f-48aa-a413-75782823cf8f,PAY-0041,4553b020-79e0-47bf-8096-3fcf2b1036c1,0e138a14-6b59-4a00-86e1-3e46e03fde11,2024-05-22,31593.35,USD,BANK_TRANSFER,REF93587994,CLEARED
e4560a98-3c55-4108-b335-cd985cbd19b0,PAY-0042,2f386f51-bccb-46f0-a0c6-62d5da9adf7d,9d09cc50-8796-4946-9dc8-41b88058adf4,2024-03-25,85894.77,USD,CHECK,REF44146275,CLEARED
9c6abea6-0120-4aed-90b1-9c0d75923e15,PAY-0043,3168729a-7e45-46dd-a5e5-43c597d04745,ca3fcf82-2d0d-4d30-bd5b-17ffb8afce7c,2025-03-07,41869.47,USD,CHECK,REF84794811,CLEARED
55f3ac08-fa38-4732-b557-1c09841f8d0d,PAY-0044,3ec2a2ef-c0c6-40fa-b925-ca5779d17987,92108758-0155-4f43-8061-3c77e859bec3,2024-05-04,88972.54,USD,BANK_TRANSFER,REF76050888,CLEARED
0e0d2171-9f66-4e4a-a854-f4438c36fc2a,PAY-0045,d6638051-00b8-4020-8770-d9c1ec397dba,83c5b079-d633-414a-b375-2d508f3089ac,2025-03-09,23934.42,USD,CASH,REF13777709,CLEARED
b80d6f44-26bf-48cd-a842-9e17b9c08ccd,PAY-0046,6ba31642-184d-4e8b-897e-b76d278b2390,3c5ae9b9-1a54-4457-a999-b70388f62882,2024-07-13,40952.49,USD,CASH,REF36430768,CLEARED
73bad991-a9e6-49db-aa86-c7c7d9eb66e4,PAY-0047,79fdd62f-8686-42c4-95ee-f9c3d057ecf6,b3c1c861-53a8-42d1-9896-d9f56201110a,2025-06-14,4146.19,USD,BANK_TRANSFER,REF93486912,CLEARED
e8da9bfc-602c-4a39-8d40-92f83ba18f63,PAY-0048,3f485f61-c36b-46f6-b351-ebb4dd3026b1,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2025-01-23,5481.12,USD,BANK_TRANSFER,REF64172570,CLEARED
72f7986c-d8b2-40a5-9e1a-81b17f63b969,PAY-0049,a60e7ad1-0c51-410b-9328-035ad9a24ff2,02ee2de6-b631-42ad-9200-bd5f10022153,2024-06-13,40561.89,USD,BANK_TRANSFER,REF62910363,CLEARED
e132ca3e-1c74-4d0e-819f-dec13658a714,PAY-0050,06ca423f-b491-4d4c-99b6-dd65a37515d8,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-12-15,79456.5,USD,BANK_TRANSFER,REF16804117,CLEARED
418ab9bf-ab15-47ee-af1a-3677255a57ba,PAY-0051,d0483491-d19c-49fd-a842-98fee8a2a1bb,9d09cc50-8796-4946-9dc8-41b88058adf4,2024-04-24,546.13,USD,CASH,REF79187872,CLEARED
ebc80972-ec11-43a1-bbd2-faa1f75e29b1,PAY-0052,58613fdb-395c-40b6-9e49-e3ae3dd62760,22fab182-e8d2-44e3-8bec-19570919be08,2025-05-12,74833.35,USD,BANK_TRANSFER,REF10976904,CLEARED
22352e80-0125-4868-95f4-39316e1ea4b6,PAY-0053,fab6edd4-49f3-4173-88a8-1dd27e66df2a,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-02-15,42596.72,USD,CREDIT_CARD,REF66239086,CLEARED
fd215f9f-e4db-4a9c-8c3e-1274e0315757,PAY-0054,55fe26d2-45d4-4dda-8a2a-8f10f40190c8,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2025-02-24,84499.45,USD,CASH,REF84650807,CLEARED
5f930e53-744b-4f55-b99d-9f63629440eb,PAY-0055,b9a4793c-d2b3-4e1f-b8c0-00b1fa9d485d,ae81f93a-94fe-48cd-bbb0-5a21cb3d21c3,2025-04-19,47327.4,USD,CHECK,REF30895056,CLEARED
142345a1-a91a-4054-ad46-3381f047f71f,PAY-0056,7d35ba4f-3f05-4e86-9554-3840caae967a,ff23f093-b200-46c9-9d3f-f8e09d32ca6b,2025-02-15,88543.59,USD,BANK_TRANSFER,REF92167805,CLEARED
e86e07c6-eca8-4316-b9e3-ab2246308bb3,PAY-0057,66450b53-8f07-4a83-b2bc-541cb31eed70,3b06f677-2b64-4548-85d8-17ce13f3e030,2025-03-21,87684.45,USD,CASH,REF83983301,CLEARED
f276ee24-12cc-4786-b566-49fe45602ec7,PAY-0058,cc9076af-b756-4a38-b002-98abcd9007bd,0e77fe3f-01f2-45fc-93b5-05ae03af0f55,2024-10-03,19468.38,USD,BANK_TRANSFER,REF96833239,CLEARED
8f2cf213-badb-453b-9967-ed110e24a668,PAY-0059,e44b80c6-d18b-47d4-b3ea-6b4196c84f5f,e5461c8e-8b40-4930-97b6-80d51ddf608a,2025-02-11,15707.35,USD,CASH,REF84949988,CLEARED
81b4e3b0-658a-459c-9bad-b8fbc0808b98,PAY-0060,461593fd-22e5-47bf-94ae-bcc60a21e010,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2025-04-04,2473.6,USD,BANK_TRANSFER,REF27586133,CLEARED
1028588b-0752-4927-91d3-13831056d9ff,PAY-0061,b9fe7e21-6a0f-433e-99c4-7624f52e669d,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2025-07-31,36881.86,USD,BANK_TRANSFER,REF90594208,CLEARED
b6c6ef92-e4fe-4a9f-a3bc-84fe09dd98c6,PAY-0062,aef86bb5-fc4d-44e5-8317-1ebacafbc48d,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-05-22,30636.63,USD,BANK_TRANSFER,REF61767349,PENDING
cdf011e2-f387-454d-8a34-c48912836516,PAY-0063,c724342e-caf1-4a36-b13a-eaa54bd6325f,bfac4bba-1cf4-4378-948e-364fe0f1ef37,2025-05-22,9233.46,USD,CREDIT_CARD,REF12981660,CLEARED
b77c77fb-c478-4a88-8cdf-89ea74a04e47,PAY-0064,7cbc92fd-ce59-4a20-90f6-058e8ba953c9,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-03-02,45711.61,USD,BANK_TRANSFER,REF85644266,CLEARED
bd0df32e-1e13-488a-884f-8b285f7d5222,PAY-0065,6cd97f7d-6a8c-4eb6-982a-aa481f267d4d,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2024-08-21,27328.14,USD,BANK_TRANSFER,REF41395168,CLEARED
5022a283-aefc-4d32-89ef-e7a5a1deddcf,PAY-0066,0fc1639e-76ec-4b87-987b-34341c19dd60,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-05-01,63250.67,USD,CASH,REF49838297,CLEARED
25995e44-3fda-49c5-9c4a-0cd95a7d4957,PAY-0067,88999123-90db-4374-9370-7ab1f266ffb2,32db9aa9-2ba1-4ae9-ab60-33e573ed4aca,2025-03-27,5915.3,USD,CREDIT_CARD,REF17137007,CLEARED
5e7bebbd-d71e-42f0-8fa1-8916f99053dc,PAY-0068,fe86bdd7-b9fa-4d74-b505-103157bbb351,912fdc8a-b1b4-4642-96ce-14002d68546b,2024-05-13,85579.77,USD,CREDIT_CARD,REF45580725,CLEARED
cae49936-4d97-4fb1-ad4f-c0bc7a582eaa,PAY-0069,f90ec77c-c815-4e75-8e58-5711717f8447,0e138a14-6b59-4a00-86e1-3e46e03fde11,2025-06-01,31118.76,USD,CHECK,REF52005591,CLEARED
b352c324-994a-4503-9f92-dbcf9097f6b4,PAY-0070,f4d9bbac-ea70-44a5-89ee-ec37bc8eb3f8,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2024-12-16,45113.68,USD,BANK_TRANSFER,REF88115934,CLEARED
aac6afa9-898f-47d3-9714-400a2a10c17a,PAY-0071,a913e262-2444-4a57-b4d3-0ca132b2dc01,22fab182-e8d2-44e3-8bec-19570919be08,2024-03-26,27215.59,USD,BANK_TRANSFER,REF26164317,CLEARED
54b826de-4186-4a62-8aaf-17fbd1e12a14,PAY-0072,09923093-77ec-46e0-a84c-883e51f1ec71,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-08-04,12664.76,USD,BANK_TRANSFER,REF74734070,PENDING
2fd302c2-4533-425e-8ce2-cd43b20f8058,PAY-0073,de87eb23-276b-4bcc-a958-55f626ed7847,659b31f4-9d77-4534-aa3b-0561706bbe9a,2024-02-15,62058.76,USD,CREDIT_CARD,REF21983957,CLEARED
dc9e6851-6ae3-40e6-bf82-f2eb64cc9a6d,PAY-0074,3215ec47-fc0e-4b55-b2ec-f83adecc52ff,8c602997-9b9f-4dcb-b137-a3cb262691ec,2024-04-30,12107.4,USD,BANK_TRANSFER,REF84124292,CLEARED
dc6cb257-ad1c-4600-a4fb-ffeb5d22f06e,PAY-0075,911eaa62-27cf-4b0f-bf9e-09999dc90692,b6f61001-49ed-409a-9c79-e374b3679ec5,2025-07-05,40508.39,USD,CHECK,REF99292768,CLEARED
ccea7b8c-8f67-4ae0-8523-194f8f43af32,PAY-0076,1e8ae6e8-2c1d-4744-9032-0e35a251ea8e,8a5de554-d5b7-46cd-9cf0-b605ec9758ad,2024-06-18,40212.72,USD,CREDIT_CARD,REF50777684,CLEARED
85eccf60-8c77-46fc-9523-fbd22fd65a17,PAY-0077,426bc0de-c644-469d-b705-6af7d77ab2b4,1d8d86e6-c047-4a9f-a2ee-960ab148be19,2025-07-09,12610.12,USD,BANK_TRANSFER,REF18097688,REVERSED
6723271d-22f8-4993-8482-09dfdbaac48a,PAY-0078,bb9576fa-9149-4b11-a67d-7c28e4590ad5,fef071a5-d184-4992-95c6-15731a308120,2024-07-31,36516.54,USD,BANK_TRANSFER,REF95428451,CLEARED
3a1f7bf6-2ed7-40ca-93d7-c55a8c689e08,PAY-0079,6d8fa9e8-c785-429c-81e0-8ce97a5955bf,90b398c9-1db5-42d0-9b56-9ec752d60a8c,2025-01-07,45165.33,USD,BANK_TRANSFER,REF74178169,CLEARED
0e61a376-8bc7-41ba-a11d-2d5466f0c3f7,PAY-0080,b86fb048-72a2-4f57-8e16-6c22e3ff4b07,2729166e-1eb7-4add-9ca9-20ec9f283c47,2024-07-16,69763.45,USD,CREDIT_CARD,REF18059599,CLEARED
edfdf5d1-f7ff-4489-90fc-e12a1090952d,PAY-0081,65c272ed-627e-40c5-bbc3-47c40b03c3b3,96bfd297-d290-4d5d-8310-e56a6cf7f1a4,2025-02-06,16295.25,USD,CREDIT_CARD,REF89749550,CLEARED
f1bbee6d-542c-46a2-b7f9-9f0da4c031bc,PAY-0082,93331f77-f77f-4200-aac0-9a5f45a10800,ca66635d-cd5c-4b95-8081-9ed470ee0c4f,2024-11-24,31888.14,USD,BANK_TRANSFER,REF35795656,CLEARED
a1ac81f1-fc8d-4cb7-8f4c-fa364f816388,PAY-0083,992d3262-3a5d-4f74-ba49-a0b0daeedd69,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-09-07,12178.74,USD,CREDIT_CARD,REF41549872,CLEARED
31d481e0-97bd-4e16-a0a7-25aad3891c5c,PAY-0084,cf1c4690-2e9b-4014-85e5-2e0b70d563ba,37a7a6be-5b9e-4038-bb16-75500ce74640,2025-02-19,40634.37,USD,CHECK,REF55686689,CLEARED
b1ccc2f4-dcce-4015-8797-d54af156e359,PAY-0085,e421958b-57e7-42e8-9ef2-96eeeeb51d30,57b43ac8-b7f5-4cbe-9ff1-fbb6928e0707,2024-09-06,12709.11,USD,CREDIT_CARD,REF84244971,CLEARED
60d782b5-4a2f-45d1-a8d4-c1e6a652f944,PAY-0086,a3c2abcf-ae86-476a-926c-a93ab7de2acb,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2024-07-01,86128.31,USD,CREDIT_CARD,REF74515719,CLEARED
4be2b59a-34e9-4250-890d-248d133333d3,PAY-0087,98216ea2-afe3-4884-ab7e-93b27e774267,92108758-0155-4f43-8061-3c77e859bec3,2024-07-08,28902.97,USD,BANK_TRANSFER,REF86097864,CLEARED
ee3fb007-516e-4959-8b6a-e1cfb495519b,PAY-0088,de2ee343-4461-460d-ac5f-68bdf608b305,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-09-19,20372.61,USD,BANK_TRANSFER,REF67758804,CLEARED
f1b4806b-1a1e-4748-b0d9-84ac6533f7bf,PAY-0089,39d8fc5a-be70-47b8-beaa-d0aa209d97ac,05c0deef-1297-41f8-ac63-42ba27e45f34,2025-07-22,16866.32,USD,CREDIT_CARD,REF52724982,CLEARED
92690b22-bfe3-498f-a1cc-605cfbe91cc5,PAY-0090,76f24076-95f4-4d63-baee-444e394190b4,ae81f93a-94fe-48cd-bbb0-5a21cb3d21c3,2024-09-04,12246.08,USD,BANK_TRANSFER,REF72014211,CLEARED
f7d1b191-2e4a-4271-92a6-a0261280bc1a,PAY-0091,a315d761-14f4-454c-97a1-5cec7ce33247,912fdc8a-b1b4-4642-96ce-14002d68546b,2024-06-26,31057.6,USD,CREDIT_CARD,REF55755597,CLEARED
beec693a-49f2-4e1f-b1df-57635da61bb6,PAY-0092,faac49ad-1858-48f6-978d-2f643fe225d9,30197940-e9b3-4b1c-9d3a-56ec42a311bc,2024-07-31,92519.82,USD,CASH,REF81034247,CLEARED
ebe30deb-7f00-4e99-8cca-e20a23d545ad,PAY-0093,df2b84af-9b26-4514-ba1c-17aa4b3ef08d,d5da28fe-0fdf-45f5-b18a-b1bcdbbf4edb,2025-03-05,14957.95,USD,BANK_TRANSFER,REF41251161,CLEARED
081859a5-b2bc-458d-8529-16ff0afb43f1,PAY-0094,ec98ac75-ac40-471a-b252-6c85f9b2500a,912fdc8a-b1b4-4642-96ce-14002d68546b,2025-07-19,26830.8,USD,CREDIT_CARD,REF43212067,CLEARED
1f3e6e6f-9a1e-41f8-b712-e65a0af8b858,PAY-0095,27db09f6-4bf6-45db-ac77-735014a0e62a,e5461c8e-8b40-4930-97b6-80d51ddf608a,2024-12-03,4664.5,USD,CREDIT_CARD,REF97922225,CLEARED
44e7a952-fc5f-4734-ab48-233c5537754d,PAY-0096,baf85eeb-d6b5-4dca-be08-d564177ddb91,9bdd26ed-c368-43c7-89aa-dc3f798ea028,2025-03-13,76554.32,USD,CREDIT_CARD,REF11846884,CLEARED
dc46358f-07c3-4cd7-a53c-a4bcfd70a56f,PAY-0097,7cadccf4-015a-4ab2-9917-209e75cfbc82,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-03-18,87836.43,USD,BANK_TRANSFER,REF67054068,CLEARED
c7aafb01-8c0f-4328-98ea-64ef0286a997,PAY-0098,bd3abbf1-932d-4c5e-8ab6-3bd4a1584612,02ee2de6-b631-42ad-9200-bd5f10022153,2024-07-20,8875.12,USD,CREDIT_CARD,REF35492037,CLEARED
04c1ecd7-228a-47db-9fac-79be82c315e9,PAY-0099,76c4ba61-cac5-44b0-9323-2e31982a0c80,26d4b373-bde8-4991-8e6f-e0c3f4abd219,2025-01-04,55422.31,USD,CHECK,REF59356105,CLEARED
6788b8dc-4607-4286-a956-93913e4ddb52,PAY-0100,f1abed07-06f2-4580-8f79-1d459947ce6e,633597bf-68fd-43b0-95be-34f67677293d,2024-03-31,25587.5,USD,BANK_TRANSFER,REF33265064,CLEARED
e97c53a1-b320-4276-83f3-584d36d8d281,PAY-0101,1d96eaf8-1153-40c4-ae42-76e4515143f4,caf3f907-45cd-46ed-b913-b2e0a69d130d,2024-09-10,6433.44,USD,BANK_TRANSFER,REF94567524,CLEARED
8c9a4bfa-ac50-42e2-847a-2aa5c901ab30,PAY-0102,f6cace5b-ade1-4c3c-a5b2-8d6597eb6c77,e5461c8e-8b40-4930-97b6-80d51ddf608a,2025-04-17,66084.57,USD,CREDIT_CARD,REF43286885,CLEARED
5a5a402f-0f22-403b-b10c-904f006c8356,PAY-0103,02e2831b-cbea-4797-87bf-7cd562fb59b8,3941971d-8354-4750-b19f-258733f9ada8,2024-08-20,40765.67,USD,CREDIT_CARD,REF16794700,PENDING
88a74bff-16d0-41fd-8647-45f5c1b6e68e,PAY-0104,f782f148-89cb-4e38-b460-9307d108a036,3b06f677-2b64-4548-85d8-17ce13f3e030,2024-09-04,24683.94,USD,BANK_TRANSFER,REF47283092,PENDING
8a62364d-8794-46cc-93f1-7f2f711d7e10,PAY-0105,774e9923-cee9-41b4-8f92-5a77ae85bdc1,42580fca-0e8a-4b72-8342-b7c741190aa7,2024-11-05,40427.6,USD,BANK_TRANSFER,REF89746828,CLEARED
1e5957a3-cc14-4447-b836-98f3bab29960,PAY-0106,166104a8-7046-4b2a-b703-de614578b7e9,e5461c8e-8b40-4930-97b6-80d51ddf608a,2024-10-08,44816.95,USD,CREDIT_CARD,REF18160440,PENDING
cdceb8d4-a4ec-42cd-acf4-9f93eeb8fee8,PAY-0107,3f2260ac-f2fb-45be-8254-a4c520ed9e12,30bb7aaa-468b-47d9-8a49-1469edbdc74f,2024-04-24,63979.31,USD,BANK_TRANSFER,REF41262728,CLEARED
f22bad56-44ef-444e-a29e-0321eff79efd,PAY-0108,bf85502c-08d7-4fc2-b56f-18ed5863496e,9d09cc50-8796-4946-9dc8-41b88058adf4,2024-03-31,33378.07,USD,BANK_TRANSFER,REF69705172,CLEARED
1b7851da-b2c2-4e36-832f-68f5f7abe760,PAY-0109,486ef909-b324-49d0-a64d-0e6c22758469,e5461c8e-8b40-4930-97b6-80d51ddf608a,2025-08-05,74203.86,USD,CHECK,REF21113422,CLEARED
41ad2c21-4fe6-4a81-8dd4-4afc337dcc66,PAY-0110,befe50e2-c3ea-44f5-98bc-04cbde4f1a20,743a3525-a4e5-42cd-98b8-4f8012132acf,2024-02-20,4044.31,USD,BANK_TRANSFER,REF62432970,CLEARED
8089571d-b5dc-4bfb-9833-0219e3fa28e3,PAY-0111,d0cce213-822f-4987-95b8-a722db3ac092,f7bf6a72-80f2-4fb4-bfe5-e4ee209eb0c0,2024-09-14,26725.37,USD,CREDIT_CARD,REF33087921,CLEARED
